      0,0          137.312          4       34.328,0       32.976,0       32.704       38.656      2.890,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0           23.936          3        7.978,0        8.000,0        6.432        9.504      1.536,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          255.200          4       63.800,0       62.336,0       62.272       68.256      2.970,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          213.792          3       71.264,0       69.920,0       69.600       74.272      2.609,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           28.928          3        9.642,0        9.824,0        7.872       11.232      1.687,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.984          4       32.496,0       31.824,0       31.168       35.168      1.815,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.720          3       36.906,0       36.064,0       35.328       39.328      2.129,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.672          3        5.557,0        5.408,0        4.288        6.976      1.350,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.624          4       32.656,0       31.776,0       31.168       35.904      2.184,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.472          3       36.490,0       35.456,0       35.200       38.816      2.017,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.032          3        5.344,0        5.280,0        4.064        6.688      1.313,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.200          4       32.800,0       32.080,0       31.168       35.872      2.092,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.800          3       36.266,0       35.968,0       34.464       38.368      1.969,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.192          3        5.397,0        5.248,0        4.128        6.816      1.350,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.336          4       32.584,0       31.760,0       31.200       35.616      2.047,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.016          3       36.672,0       35.808,0       35.072       39.136      2.165,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.896          3        5.632,0        5.568,0        4.288        7.040      1.377,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          255.520          4       63.880,0       62.736,0       62.336       67.712      2.579,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          213.760          3       71.253,0       70.432,0       68.704       74.624      3.044,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           28.512          3        9.504,0        9.440,0        7.968       11.104      1.569,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          141.280          4       35.320,0       34.160,0       33.792       39.168      2.583,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          118.432          3       39.477,0       39.008,0       37.184       42.240      2.560,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.720          3        7.573,0        7.968,0        6.624        8.128        826,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          135.904          4       33.976,0       32.816,0       32.736       37.536      2.373,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.976          3       38.325,0       37.440,0       36.160       41.376      2.718,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.528          3        7.509,0        8.000,0        6.176        8.352      1.168,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.328          4       32.832,0       31.968,0       31.808       35.584      1.837,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.600          3       36.533,0       35.808,0       35.072       38.720      1.929,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.224          3        5.408,0        5.440,0        4.032        6.752      1.360,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.200          4       32.800,0       32.016,0       31.168       36.000      2.170,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.568          3       36.522,0       35.808,0       34.400       39.360      2.556,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.032          3        5.344,0        5.280,0        4.128        6.624      1.249,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.528          4       32.632,0       31.888,0       31.168       35.584      2.002,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.816          3       36.938,0       36.288,0       35.200       39.328      2.139,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.800          3        5.600,0        5.184,0        4.224        7.392      1.624,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.360          4       32.840,0       32.144,0       31.168       35.904      2.093,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.888          3       36.629,0       35.872,0       34.464       39.552      2.627,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.160          3        5.386,0        5.248,0        4.224        6.688      1.237,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.200          4       32.800,0       31.952,0       31.168       36.128      2.250,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.568          3       36.522,0       35.872,0       35.328       38.368      1.621,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.352          3        5.450,0        5.504,0        3.968        6.880      1.456,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.072          4       32.768,0       31.840,0       31.200       36.192      2.303,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.376          3       36.458,0       35.552,0       35.104       38.720      1.971,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.448          3        5.482,0        5.504,0        4.064        6.880      1.408,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.400          4       32.600,0       31.680,0       31.136       35.904      2.239,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.416          3       36.138,0       35.808,0       34.304       38.304      2.020,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.576          3        5.525,0        5.536,0        4.224        6.816      1.296,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.232          4       32.808,0       32.048,0       31.168       35.968      2.147,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.824          3       36.608,0       35.776,0       34.496       39.552      2.628,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.576          3        5.525,0        5.504,0        4.192        6.880      1.344,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.400          4       32.600,0       31.664,0       31.168       35.904      2.219,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.064          3       36.021,0       35.296,0       34.304       38.464      2.172,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.544          3        5.514,0        5.504,0        4.288        6.752      1.232,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          139.424          4       34.856,0       33.888,0       33.088       38.560      2.498,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          117.088          3       39.029,0       38.592,0       36.448       42.048      2.825,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.464          3        7.488,0        7.968,0        6.240        8.256      1.090,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.440          4       32.360,0       31.600,0       31.136       35.104      1.880,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.960          3       36.320,0       35.872,0       34.592       38.496      1.990,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.384          3        5.461,0        5.344,0        4.160        6.880      1.363,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.104          4       32.776,0       31.888,0       31.680       35.648      1.920,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.352          3       36.117,0       35.520,0       34.368       38.464      2.112,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.064          3        5.354,0        5.376,0        4.096        6.592      1.248,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          256.928          4       64.232,0       62.912,0       62.528       68.576      2.904,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          214.240          3       71.413,0       70.752,0       69.312       74.176      2.498,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           29.248          3        9.749,0        9.696,0        7.968       11.584      1.808,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.400          4       32.600,0       31.856,0       31.200       35.488      1.953,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.640          3       36.213,0       35.776,0       34.560       38.304      1.909,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.256          3        5.418,0        5.440,0        4.224        6.592      1.184,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.984          4       32.496,0       31.776,0       31.168       35.264      1.876,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.696          3       36.565,0       35.808,0       35.104       38.784      1.953,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.576          3        5.525,0        5.248,0        4.224        7.104      1.459,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.024          4       32.256,0       31.200,0       31.168       35.456      2.133,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.896          3       36.298,0       35.936,0       34.368       38.592      2.135,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.416          3        5.472,0        5.440,0        4.160        6.816      1.328,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.296          4       32.824,0       31.712,0       31.520       36.352      2.357,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.792          3       36.597,0       35.904,0       34.848       39.040      2.180,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.256          3        5.418,0        5.504,0        4.000        6.752      1.378,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.464          4       32.616,0       31.872,0       31.168       35.552      1.986,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.952          3       36.650,0       36.000,0       34.656       39.296      2.387,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.160          3        5.386,0        5.344,0        4.000        6.816      1.408,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          135.392          4       33.848,0       32.816,0       32.736       37.024      2.118,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.560          3       38.186,0       37.344,0       36.128       41.088      2.585,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.432          3        7.477,0        7.904,0        6.272        8.256      1.058,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.232          4       32.808,0       31.952,0       31.168       36.160      2.275,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.704          3       36.234,0       35.904,0       34.528       38.272      1.893,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.320          3        5.440,0        5.536,0        4.096        6.688      1.298,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.272          4       32.568,0       31.584,0       31.136       35.968      2.301,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.608          3       36.202,0       35.776,0       34.432       38.400      2.018,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.320          3        5.440,0        5.536,0        3.968        6.816      1.426,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.976          4       32.744,0       32.016,0       31.200       35.744      2.036,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.984          3       36.661,0       35.840,0       34.592       39.552      2.580,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.544          3        5.514,0        5.472,0        4.256        6.816      1.280,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.200          4       32.800,0       31.952,0       31.168       36.128      2.251,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          107.968          3       35.989,0       35.232,0       34.400       38.336      2.074,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.448          3        5.482,0        5.504,0        4.096        6.848      1.376,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.832          4       34.208,0       33.328,0       32.736       37.440      2.175,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          115.200          3       38.400,0       38.368,0       36.128       40.704      2.288,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.400          3        7.466,0        7.968,0        6.368        8.064        952,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.720          4       32.680,0       32.048,0       31.168       35.456      1.897,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.824          3       36.608,0       35.840,0       34.400       39.584      2.676,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.448          3        5.482,0        5.536,0        4.160        6.752      1.296,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          255.456          4       63.864,0       62.528,0       62.304       68.096      2.823,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          212.416          3       70.805,0       69.632,0       68.672       74.112      2.903,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           29.376          3        9.792,0        9.664,0        8.064       11.648      1.795,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.368          4       32.592,0       31.680,0       31.232       35.776      2.137,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.896          3       36.298,0       35.424,0       34.336       39.136      2.516,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.320          3        5.440,0        5.632,0        4.064        6.624      1.290,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.728          4       32.432,0       31.408,0       31.168       35.744      2.210,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.024          3       36.341,0       36.288,0       34.368       38.368      2.000,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.128          3        5.376,0        5.152,0        4.224        6.752      1.278,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.720          4       32.680,0       31.984,0       31.168       35.584      1.974,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.624          3       36.874,0       35.872,0       35.232       39.520      2.313,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.480          3        5.493,0        5.536,0        4.096        6.848      1.376,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.016          4       32.504,0       31.584,0       31.168       35.680      2.127,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.640          3       36.213,0       35.808,0       34.528       38.304      1.920,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.320          3        5.440,0        5.504,0        4.224        6.592      1.185,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          145.088          4       36.272,0       35.344,0       34.624       39.776      2.361,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          121.856          3       40.618,0       40.256,0       38.464       43.136      2.357,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.400          3        7.466,0        8.096,0        6.208        8.096      1.090,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.792          4       32.448,0       31.600,0       31.168       35.424      2.021,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.920          3       36.640,0       35.872,0       34.592       39.456      2.521,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.640          3        5.546,0        5.472,0        4.352        6.816      1.233,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.688          4       32.672,0       32.080,0       31.168       35.360      1.843,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.632          3       36.544,0       35.808,0       34.432       39.392      2.560,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.512          3        5.504,0        5.504,0        4.224        6.784      1.280,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.480          4       34.120,0       33.184,0       32.704       37.408      2.207,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          115.264          3       38.421,0       38.144,0       36.064       41.056      2.507,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.592          3        7.530,0        8.064,0        6.176        8.352      1.182,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.536          4       32.384,0       31.536,0       31.168       35.296      1.954,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.120          3       36.373,0       35.936,0       34.624       38.560      2.004,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.968          3        5.322,0        5.152,0        3.968        6.848      1.447,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          256.928          4       64.232,0       62.928,0       62.400       68.672      2.985,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          214.592          3       71.530,0       69.920,0       69.472       75.200      3.185,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           29.056          3        9.685,0        9.568,0        8.384       11.104      1.363,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.736          4       34.184,0       32.832,0       32.736       38.336      2.768,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          115.616          3       38.538,0       38.304,0       36.192       41.120      2.472,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.688          3        7.562,0        8.128,0        6.400        8.160      1.007,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.328          4       32.832,0       32.144,0       31.168       35.872      2.079,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.600          3       36.533,0       35.872,0       34.336       39.392      2.592,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.896          3        5.632,0        5.504,0        4.640        6.752      1.061,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          146.720          4       36.680,0       35.616,0       34.752       40.736      2.742,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          123.616          3       41.205,0       40.000,0       39.168       44.448      2.838,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.752          3        7.584,0        7.968,0        6.304        8.480      1.137,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.384          4       34.096,0       33.056,0       32.768       37.504      2.276,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.816          3       38.272,0       37.792,0       36.064       40.960      2.483,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.624          3        7.541,0        8.000,0        6.400        8.224        994,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.272          4       32.568,0       31.616,0       31.168       35.872      2.213,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.248          3       36.416,0       35.232,0       35.168       38.848      2.106,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.736          3        5.578,0        5.792,0        4.032        6.912      1.451,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          148.096          4       37.024,0       35.952,0       35.392       40.800      2.531,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          123.328          3       41.109,0       40.768,0       38.880       43.680      2.418,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.720          3        7.573,0        7.904,0        6.336        8.480      1.109,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.400          4       32.600,0       31.680,0       31.488       35.552      1.970,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.536          3       36.512,0       35.456,0       35.328       38.752      1.941,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.904          3        5.301,0        5.216,0        4.032        6.656      1.314,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.528          4       32.632,0       31.712,0       31.136       35.968      2.241,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.896          3       36.298,0       35.552,0       34.336       39.008      2.423,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.192          3        5.397,0        5.248,0        4.320        6.624      1.159,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          139.808          4       34.952,0       33.984,0       33.376       38.464      2.364,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          117.536          3       39.178,0       38.304,0       37.152       42.080      2.577,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.416          3        5.472,0        5.408,0        4.096        6.912      1.409,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.520          4       32.880,0       32.064,0       31.136       36.256      2.296,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.800          3       36.266,0       35.904,0       34.496       38.400      1.977,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.576          3        5.525,0        5.408,0        4.256        6.912      1.331,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          141.376          4       35.344,0       34.256,0       33.440       39.424      2.747,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          118.176          3       39.392,0       38.944,0       37.184       42.048      2.462,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           23.040          3        7.680,0        7.936,0        6.336        8.768      1.236,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          141.152          4       35.288,0       34.096,0       33.760       39.200      2.615,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          118.560          3       39.520,0       39.072,0       37.184       42.304      2.589,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.560          3        7.520,0        8.000,0        6.336        8.224      1.031,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          137.792          4       34.448,0       33.568,0       33.152       37.504      2.070,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          118.560          3       39.520,0       38.784,0       37.408       42.368      2.560,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.336          3        7.445,0        7.936,0        6.432        7.968        877,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.664          4       32.416,0       31.696,0       31.168       35.104      1.834,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.736          3       36.245,0       35.872,0       34.560       38.304      1.899,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.608          3        5.536,0        5.216,0        4.672        6.720      1.060,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.272          4       32.568,0       31.584,0       31.136       35.968      2.305,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.608          3       36.202,0       35.840,0       34.496       38.272      1.913,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.128          3        5.376,0        5.504,0        4.064        6.560      1.252,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.568          4       32.392,0       31.584,0       31.168       35.232      1.933,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.576          3       36.192,0       35.840,0       34.496       38.240      1.896,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.896          3        5.632,0        5.344,0        4.416        7.136      1.382,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.808          4       32.952,0       32.128,0       31.808       35.744      1.867,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.240          3       36.746,0       35.872,0       35.072       39.296      2.243,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.576          3        5.525,0        5.568,0        4.256        6.752      1.248,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.304          4       32.576,0       31.984,0       31.168       35.168      1.774,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.960          3       36.320,0       35.904,0       34.496       38.560      2.063,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.808          3        5.269,0        5.376,0        4.224        6.208        996,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.784          4       32.696,0       32.096,0       31.136       35.456      1.896,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.344          3       36.448,0       35.776,0       34.336       39.232      2.516,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.288          3        5.429,0        5.440,0        4.032        6.816      1.392,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          146.880          4       36.720,0       35.744,0       34.720       40.672      2.678,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          122.112          3       40.704,0       40.576,0       38.912       42.624      1.859,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.912          3        7.637,0        8.032,0        6.272        8.608      1.217,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.888          4       32.472,0       31.584,0       31.136       35.584      2.117,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.640          3       36.213,0       35.872,0       34.464       38.304      1.942,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           17.568          3        5.856,0        5.440,0        4.160        7.968      1.937,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.016          4       32.504,0       31.632,0       31.168       35.584      2.094,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.280          3       36.426,0       35.808,0       35.232       38.240      1.596,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.416          3        5.472,0        5.408,0        4.256        6.752      1.249,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.208          4       32.552,0       31.920,0       31.232       35.136      1.753,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.504          3       36.501,0       35.520,0       34.624       39.360      2.515,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.096          3        5.365,0        5.120,0        4.288        6.688      1.218,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.592          4       32.648,0       31.824,0       31.168       35.776      2.115,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.152          3       36.384,0       35.712,0       34.464       38.976      2.329,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.576          3        5.525,0        5.536,0        4.448        6.592      1.072,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          143.360          4       35.840,0       34.720,0       34.656       39.264      2.283,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          122.752          3       40.917,0       40.384,0       39.072       43.296      2.161,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           24.000          3        8.000,0        8.160,0        6.400        9.440      1.526,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.144          4       32.536,0       31.552,0       31.168       35.872      2.249,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.696          3       36.565,0       35.840,0       35.136       38.720      1.898,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.192          3        5.397,0        5.376,0        4.000        6.816      1.408,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.880          4       32.720,0       31.952,0       31.136       35.840      2.120,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.280          3       36.426,0       35.872,0       35.040       38.368      1.731,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.960          3        5.653,0        5.888,0        4.256        6.816      1.296,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          254.976          4       63.744,0       62.368,0       62.272       67.968      2.816,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          213.984          3       71.328,0       70.496,0       68.704       74.784      3.124,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           29.312          3        9.770,0       10.112,0        7.936       11.264      1.690,0  CUDA_KERNEL  lud_internal(float *, int, int) 
