0,0 2.151.488 1 2.151.488,0 2.151.488,0 2.151.488 2.151.488 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 2.642.944 1 2.642.944,0 2.642.944,0 2.642.944 2.642.944 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 2.106.304 1 2.106.304,0 2.106.304,0 2.106.304 2.106.304 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.103.424 1 2.103.424,0 2.103.424,0 2.103.424 2.103.424 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.090.336 1 2.090.336,0 2.090.336,0 2.090.336 2.090.336 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 2.096.480 1 2.096.480,0 2.096.480,0 2.096.480 2.096.480 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.107.712 1 2.107.712,0 2.107.712,0 2.107.712 2.107.712 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.091.776 1 2.091.776,0 2.091.776,0 2.091.776 2.091.776 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.088.160 1 2.088.160,0 2.088.160,0 2.088.160 2.088.160 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 2.095.808 1 2.095.808,0 2.095.808,0 2.095.808 2.095.808 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.092.576 1 2.092.576,0 2.092.576,0 2.092.576 2.092.576 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.088.640 1 2.088.640,0 2.088.640,0 2.088.640 2.088.640 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.097.344 1 2.097.344,0 2.097.344,0 2.097.344 2.097.344 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 2.101.184 1 2.101.184,0 2.101.184,0 2.101.184 2.101.184 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.100.256 1 2.100.256,0 2.100.256,0 2.100.256 2.100.256 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 2.096.768 1 2.096.768,0 2.096.768,0 2.096.768 2.096.768 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.110.848 1 2.110.848,0 2.110.848,0 2.110.848 2.110.848 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.104.960 1 2.104.960,0 2.104.960,0 2.104.960 2.104.960 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.100.640 1 2.100.640,0 2.100.640,0 2.100.640 2.100.640 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.101.664 1 2.101.664,0 2.101.664,0 2.101.664 2.101.664 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.086.080 1 2.086.080,0 2.086.080,0 2.086.080 2.086.080 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.088.416 1 2.088.416,0 2.088.416,0 2.088.416 2.088.416 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.092.192 1 2.092.192,0 2.092.192,0 2.092.192 2.092.192 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.086.688 1 2.086.688,0 2.086.688,0 2.086.688 2.086.688 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.099.488 1 2.099.488,0 2.099.488,0 2.099.488 2.099.488 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.089.728 1 2.089.728,0 2.089.728,0 2.089.728 2.089.728 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.088.416 1 2.088.416,0 2.088.416,0 2.088.416 2.088.416 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.096.128 1 2.096.128,0 2.096.128,0 2.096.128 2.096.128 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.085.056 1 2.085.056,0 2.085.056,0 2.085.056 2.085.056 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
5,0 7.712.416 1 7.712.416,0 7.712.416,0 7.712.416 7.712.416 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.085.088 1 2.085.088,0 2.085.088,0 2.085.088 2.085.088 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.080.544 1 2.080.544,0 2.080.544,0 2.080.544 2.080.544 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 2.085.632 1 2.085.632,0 2.085.632,0 2.085.632 2.085.632 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.099.712 1 2.099.712,0 2.099.712,0 2.099.712 2.099.712 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.081.632 1 2.081.632,0 2.081.632,0 2.081.632 2.081.632 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.093.632 1 2.093.632,0 2.093.632,0 2.093.632 2.093.632 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 2.668.448 1 2.668.448,0 2.668.448,0 2.668.448 2.668.448 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.078.464 1 2.078.464,0 2.078.464,0 2.078.464 2.078.464 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.090.400 1 2.090.400,0 2.090.400,0 2.090.400 2.090.400 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.089.728 1 2.089.728,0 2.089.728,0 2.089.728 2.089.728 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.083.328 1 2.083.328,0 2.083.328,0 2.083.328 2.083.328 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.092.576 1 2.092.576,0 2.092.576,0 2.092.576 2.092.576 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
5,0 7.679.616 1 7.679.616,0 7.679.616,0 7.679.616 7.679.616 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 2.648.352 1 2.648.352,0 2.648.352,0 2.648.352 2.648.352 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.081.696 1 2.081.696,0 2.081.696,0 2.081.696 2.081.696 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.090.720 1 2.090.720,0 2.090.720,0 2.090.720 2.090.720 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.093.920 1 2.093.920,0 2.093.920,0 2.093.920 2.093.920 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.094.528 1 2.094.528,0 2.094.528,0 2.094.528 2.094.528 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.100.416 1 2.100.416,0 2.100.416,0 2.100.416 2.100.416 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.097.088 1 2.097.088,0 2.097.088,0 2.097.088 2.097.088 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.097.536 1 2.097.536,0 2.097.536,0 2.097.536 2.097.536 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.103.008 1 2.103.008,0 2.103.008,0 2.103.008 2.103.008 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.079.008 1 2.079.008,0 2.079.008,0 2.079.008 2.079.008 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.090.880 1 2.090.880,0 2.090.880,0 2.090.880 2.090.880 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.090.528 1 2.090.528,0 2.090.528,0 2.090.528 2.090.528 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.109.216 1 2.109.216,0 2.109.216,0 2.109.216 2.109.216 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.098.208 1 2.098.208,0 2.098.208,0 2.098.208 2.098.208 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
2,0 2.095.424 1 2.095.424,0 2.095.424,0 2.095.424 2.095.424 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.118.112 1 2.118.112,0 2.118.112,0 2.118.112 2.118.112 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.103.040 1 2.103.040,0 2.103.040,0 2.103.040 2.103.040 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.081.792 1 2.081.792,0 2.081.792,0 2.081.792 2.081.792 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.093.344 1 2.093.344,0 2.093.344,0 2.093.344 2.093.344 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.106.176 1 2.106.176,0 2.106.176,0 2.106.176 2.106.176 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.105.216 1 2.105.216,0 2.105.216,0 2.105.216 2.105.216 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
2,0 2.883.200 1 2.883.200,0 2.883.200,0 2.883.200 2.883.200 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.107.008 1 2.107.008,0 2.107.008,0 2.107.008 2.107.008 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.108.000 1 2.108.000,0 2.108.000,0 2.108.000 2.108.000 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.077.120 1 2.077.120,0 2.077.120,0 2.077.120 2.077.120 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.096.000 1 2.096.000,0 2.096.000,0 2.096.000 2.096.000 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.102.208 1 2.102.208,0 2.102.208,0 2.102.208 2.102.208 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.098.464 1 2.098.464,0 2.098.464,0 2.098.464 2.098.464 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.100.192 1 2.100.192,0 2.100.192,0 2.100.192 2.100.192 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.091.968 1 2.091.968,0 2.091.968,0 2.091.968 2.091.968 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.104.256 1 2.104.256,0 2.104.256,0 2.104.256 2.104.256 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.091.328 1 2.091.328,0 2.091.328,0 2.091.328 2.091.328 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.083.648 1 2.083.648,0 2.083.648,0 2.083.648 2.083.648 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.076.096 1 2.076.096,0 2.076.096,0 2.076.096 2.076.096 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.084.384 1 2.084.384,0 2.084.384,0 2.084.384 2.084.384 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.091.904 1 2.091.904,0 2.091.904,0 2.091.904 2.091.904 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.087.360 1 2.087.360,0 2.087.360,0 2.087.360 2.087.360 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.099.936 1 2.099.936,0 2.099.936,0 2.099.936 2.099.936 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.101.632 1 2.101.632,0 2.101.632,0 2.101.632 2.101.632 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.092.832 1 2.092.832,0 2.092.832,0 2.092.832 2.092.832 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.083.008 1 2.083.008,0 2.083.008,0 2.083.008 2.083.008 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.096.384 1 2.096.384,0 2.096.384,0 2.096.384 2.096.384 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.092.544 1 2.092.544,0 2.092.544,0 2.092.544 2.092.544 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.088.672 1 2.088.672,0 2.088.672,0 2.088.672 2.088.672 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.087.200 1 2.087.200,0 2.087.200,0 2.087.200 2.087.200 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.109.408 1 2.109.408,0 2.109.408,0 2.109.408 2.109.408 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 2.099.168 1 2.099.168,0 2.099.168,0 2.099.168 2.099.168 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.102.624 1 2.102.624,0 2.102.624,0 2.102.624 2.102.624 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.076.992 1 2.076.992,0 2.076.992,0 2.076.992 2.076.992 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.078.624 1 2.078.624,0 2.078.624,0 2.078.624 2.078.624 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.092.192 1 2.092.192,0 2.092.192,0 2.092.192 2.092.192 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.094.624 1 2.094.624,0 2.094.624,0 2.094.624 2.094.624 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.113.888 1 2.113.888,0 2.113.888,0 2.113.888 2.113.888 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.103.584 1 2.103.584,0 2.103.584,0 2.103.584 2.103.584 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.090.848 1 2.090.848,0 2.090.848,0 2.090.848 2.090.848 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.104.096 1 2.104.096,0 2.104.096,0 2.104.096 2.104.096 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
1,0 2.085.728 1 2.085.728,0 2.085.728,0 2.085.728 2.085.728 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.098.592 1 2.098.592,0 2.098.592,0 2.098.592 2.098.592 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.108.032 1 2.108.032,0 2.108.032,0 2.108.032 2.108.032 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.084.864 1 2.084.864,0 2.084.864,0 2.084.864 2.084.864 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.092.256 1 2.092.256,0 2.092.256,0 2.092.256 2.092.256 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.092.256 1 2.092.256,0 2.092.256,0 2.092.256 2.092.256 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.089.600 1 2.089.600,0 2.089.600,0 2.089.600 2.089.600 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.093.472 1 2.093.472,0 2.093.472,0 2.093.472 2.093.472 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.099.712 1 2.099.712,0 2.099.712,0 2.099.712 2.099.712 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.089.376 1 2.089.376,0 2.089.376,0 2.089.376 2.089.376 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.098.400 1 2.098.400,0 2.098.400,0 2.098.400 2.098.400 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.089.376 1 2.089.376,0 2.089.376,0 2.089.376 2.089.376 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.084.320 1 2.084.320,0 2.084.320,0 2.084.320 2.084.320 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.086.336 1 2.086.336,0 2.086.336,0 2.086.336 2.086.336 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
5,0 7.710.848 1 7.710.848,0 7.710.848,0 7.710.848 7.710.848 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
0,0 2.081.600 1 2.081.600,0 2.081.600,0 2.081.600 2.081.600 0,0 CUDA_KERNEL invert_mapping(float *, float *, int, int)
