8,0 26.085.184 200 130.425,0 113.760,0 45.760 240.672 75.705,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 26.235.648 200 131.178,0 102.528,0 41.216 240.704 73.750,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 27.260.736 200 136.303,0 123.040,0 45.888 241.344 77.894,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.569.280 200 117.846,0 101.744,0 40.736 240.640 70.747,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 20.440.096 200 102.200,0 87.632,0 39.488 178.816 58.067,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.927.008 200 119.635,0 101.024,0 40.096 241.152 71.823,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.338.784 200 116.693,0 100.768,0 40.576 242.688 69.812,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.833.792 200 119.169,0 100.992,0 40.416 240.768 71.410,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 22.756.224 200 113.781,0 100.016,0 40.192 240.352 68.520,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.134.656 200 120.673,0 101.696,0 40.352 240.768 72.142,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 19.869.184 200 99.345,0 89.312,0 40.128 178.752 56.463,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 18.386.752 200 91.933,0 86.672,0 40.608 151.296 49.095,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 16.137.408 200 80.687,0 80.576,0 39.424 122.560 40.943,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.940.800 200 124.704,0 101.760,0 40.672 241.504 73.895,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 26.675.552 200 133.377,0 113.856,0 46.272 241.056 76.954,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.209.344 200 121.046,0 101.152,0 40.704 240.704 72.130,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 26.534.560 200 132.672,0 113.760,0 46.464 240.352 76.344,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.261.280 200 121.306,0 101.552,0 40.800 240.512 72.214,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.035.712 200 115.178,0 101.232,0 40.288 241.056 69.065,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.386.112 200 121.930,0 100.496,0 40.256 240.800 72.937,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 20.029.824 200 100.149,0 89.664,0 39.936 178.816 56.983,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.139.072 200 80.695,0 80.720,0 39.040 123.744 41.071,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
7,0 17.644.192 200 88.221,0 85.968,0 40.192 146.816 46.467,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.403.744 200 117.018,0 100.944,0 40.032 240.384 70.321,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 28.681.920 200 143.409,0 114.416,0 46.176 240.672 80.069,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.988.896 200 119.944,0 100.352,0 40.000 240.672 72.594,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 22.763.008 200 113.815,0 100.192,0 40.192 239.904 68.733,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 17.795.072 200 88.975,0 86.000,0 40.000 146.304 47.136,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 18.525.728 200 92.628,0 87.104,0 40.352 156.800 49.470,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 16.123.104 200 80.615,0 80.448,0 39.136 122.432 41.044,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 15.979.232 200 79.896,0 79.648,0 39.328 122.720 40.188,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 16.139.424 200 80.697,0 80.608,0 39.456 122.816 41.077,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 16.159.904 200 80.799,0 80.384,0 39.488 122.848 40.911,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 18.091.712 200 90.458,0 85.792,0 39.968 146.400 48.104,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 20.296.512 200 101.482,0 101.536,0 40.672 239.840 59.119,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.890.368 200 124.451,0 110.448,0 40.256 240.512 75.225,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 25.301.216 200 126.506,0 101.120,0 40.384 242.304 75.330,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 25.064.512 200 125.322,0 100.928,0 40.352 240.224 74.237,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.176.160 200 120.880,0 100.448,0 40.512 240.384 71.657,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 27.532.512 200 137.662,0 114.576,0 46.400 240.512 77.996,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 25.551.136 200 127.755,0 101.040,0 40.384 240.672 74.819,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 25.404.672 200 127.023,0 101.936,0 40.896 240.384 74.477,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 30.965.952 200 154.829,0 133.568,0 46.912 240.800 82.550,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 24.801.600 200 124.008,0 100.912,0 39.744 240.192 73.940,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.864.896 200 119.324,0 101.056,0 40.224 240.128 71.619,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.596.768 200 122.983,0 101.040,0 40.352 240.544 73.383,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.355.552 200 126.777,0 108.672,0 42.880 240.672 74.139,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
9,0 29.109.600 200 145.548,0 113.424,0 45.600 281.120 82.171,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 29.970.560 200 149.852,0 114.448,0 45.888 240.992 82.654,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 24.567.008 200 122.835,0 100.416,0 39.904 240.640 73.316,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 26.041.632 200 130.208,0 108.352,0 42.592 240.704 76.368,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 26.672.832 200 133.364,0 119.552,0 44.192 240.608 77.042,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 25.622.368 200 128.111,0 111.024,0 44.864 240.576 75.160,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 23.951.136 200 119.755,0 102.080,0 40.320 240.800 70.966,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 31.008.544 200 155.042,0 154.576,0 64.096 240.800 83.737,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
8,0 18.063.584 200 90.317,0 86.560,0 40.544 156.608 48.167,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
