7,0 13.527.936 2 6.763.968,0 6.763.968,0 5.715.072 7.812.864 1.483.362,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.427.968 2 8.213.984,0 8.213.984,0 8.209.280 8.218.688 6.652,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 10.094.240 2 5.047.120,0 5.047.120,0 4.999.936 5.094.304 66.728,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 13.768.896 2 6.884.448,0 6.884.448,0 5.616.992 8.151.904 1.792.453,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.393.024 2 8.196.512,0 8.196.512,0 8.191.840 8.201.184 6.607,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.545.408 2 4.272.704,0 4.272.704,0 4.271.904 4.273.504 1.131,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.425.216 2 4.212.608,0 4.212.608,0 4.206.496 4.218.720 8.643,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.411.488 2 4.205.744,0 4.205.744,0 4.202.080 4.209.408 5.181,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
12,0 19.826.208 2 9.913.104,0 9.913.104,0 9.898.208 9.928.000 21.066,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.396.160 2 4.198.080,0 4.198.080,0 4.194.816 4.201.344 4.616,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
9,0 18.742.176 2 9.371.088,0 9.371.088,0 7.018.016 11.724.160 3.327.746,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
13,0 28.208.768 2 14.104.384,0 14.104.384,0 14.077.344 14.131.424 38.240,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.473.920 2 8.236.960,0 8.236.960,0 8.235.648 8.238.272 1.855,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.236.352 2 8.118.176,0 8.118.176,0 7.978.784 8.257.568 197.130,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.496.928 2 4.248.464,0 4.248.464,0 4.248.416 4.248.512 67,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.507.840 2 8.253.920,0 8.253.920,0 8.246.048 8.261.792 11.132,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.505.920 2 4.252.960,0 4.252.960,0 4.251.584 4.254.336 1.946,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.487.872 2 8.243.936,0 8.243.936,0 8.232.192 8.255.680 16.608,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.506.848 2 4.253.424,0 4.253.424,0 4.249.344 4.257.504 5.770,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.510.112 2 4.255.056,0 4.255.056,0 4.251.968 4.258.144 4.367,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
11,0 25.970.784 2 12.985.392,0 12.985.392,0 11.000.224 14.970.560 2.807.451,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 8.423.232 2 4.211.616,0 4.211.616,0 4.210.592 4.212.640 1.448,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.414.048 2 4.207.024,0 4.207.024,0 4.197.856 4.216.192 12.965,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 10.416.544 2 5.208.272,0 5.208.272,0 5.113.088 5.303.456 134.610,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.489.472 2 4.244.736,0 4.244.736,0 4.241.824 4.247.648 4.118,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 10.288.992 2 5.144.496,0 5.144.496,0 5.126.496 5.162.496 25.455,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.401.728 2 4.200.864,0 4.200.864,0 4.197.056 4.204.672 5.385,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 8.401.952 2 4.200.976,0 4.200.976,0 4.200.032 4.201.920 1.335,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.510.048 2 8.255.024,0 8.255.024,0 8.251.424 8.258.624 5.091,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.506.880 2 4.253.440,0 4.253.440,0 4.250.976 4.255.904 3.484,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 10.572.480 2 5.286.240,0 5.286.240,0 5.274.400 5.298.080 16.744,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.496.512 2 4.248.256,0 4.248.256,0 4.246.336 4.250.176 2.715,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.536.128 2 8.268.064,0 8.268.064,0 8.265.248 8.270.880 3.982,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.484.736 2 4.242.368,0 4.242.368,0 4.239.424 4.245.312 4.163,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.502.016 2 4.251.008,0 4.251.008,0 4.250.720 4.251.296 407,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.421.664 2 8.210.832,0 8.210.832,0 8.174.336 8.247.328 51.613,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.569.728 2 4.284.864,0 4.284.864,0 4.278.688 4.291.040 8.734,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 8.481.216 2 4.240.608,0 4.240.608,0 4.230.688 4.250.528 14.029,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.494.304 2 8.247.152,0 8.247.152,0 8.245.920 8.248.384 1.742,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.497.408 2 8.248.704,0 8.248.704,0 8.232.160 8.265.248 23.396,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.550.304 2 4.275.152,0 4.275.152,0 4.270.240 4.280.064 6.946,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.499.040 2 4.249.520,0 4.249.520,0 4.247.264 4.251.776 3.190,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.508.512 2 4.254.256,0 4.254.256,0 4.252.864 4.255.648 1.968,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.514.592 2 4.257.296,0 4.257.296,0 4.250.208 4.264.384 10.023,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.485.024 2 4.242.512,0 4.242.512,0 4.241.216 4.243.808 1.832,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.538.432 2 4.269.216,0 4.269.216,0 4.254.720 4.283.712 20.500,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.524.928 2 4.262.464,0 4.262.464,0 4.256.256 4.268.672 8.779,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
12,0 25.928.768 2 12.964.384,0 12.964.384,0 11.874.240 14.054.528 1.541.696,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.495.392 2 4.247.696,0 4.247.696,0 4.245.376 4.250.016 3.281,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.310.944 2 8.155.472,0 8.155.472,0 8.155.392 8.155.552 113,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 8.520.736 2 4.260.368,0 4.260.368,0 4.254.944 4.265.792 7.670,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 8.403.424 2 4.201.712,0 4.201.712,0 4.200.224 4.203.200 2.104,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 13.639.840 2 6.819.920,0 6.819.920,0 5.516.448 8.123.392 1.843.387,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.196.896 2 8.098.448,0 8.098.448,0 7.991.360 8.205.536 151.445,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.412.032 2 4.206.016,0 4.206.016,0 4.201.408 4.210.624 6.516,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.417.344 2 8.208.672,0 8.208.672,0 8.206.944 8.210.400 2.443,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.490.656 2 4.245.328,0 4.245.328,0 4.240.160 4.250.496 7.308,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 11.056.832 2 5.528.416,0 5.528.416,0 5.397.824 5.659.008 184.685,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.310.560 2 8.155.280,0 8.155.280,0 8.142.592 8.167.968 17.943,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.490.816 2 8.245.408,0 8.245.408,0 8.223.136 8.267.680 31.497,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 8.489.920 2 4.244.960,0 4.244.960,0 4.242.976 4.246.944 2.805,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.403.232 2 8.201.616,0 8.201.616,0 8.192.352 8.210.880 13.101,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 8.785.056 2 4.392.528,0 4.392.528,0 4.340.192 4.444.864 74.014,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.499.392 2 4.249.696,0 4.249.696,0 4.242.496 4.256.896 10.182,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 18.456.512 2 9.228.256,0 9.228.256,0 5.193.792 13.262.720 5.705.593,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 8.488.608 2 4.244.304,0 4.244.304,0 4.243.168 4.245.440 1.606,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.318.048 2 8.159.024,0 8.159.024,0 8.151.744 8.166.304 10.295,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 13.493.536 2 6.746.768,0 6.746.768,0 5.342.592 8.150.944 1.985.804,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.280.672 2 8.140.336,0 8.140.336,0 8.135.520 8.145.152 6.810,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 10.693.312 2 5.346.656,0 5.346.656,0 5.071.488 5.621.824 389.146,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.284.384 2 8.142.192,0 8.142.192,0 8.132.864 8.151.520 13.191,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.417.600 2 8.208.800,0 8.208.800,0 8.205.152 8.212.448 5.159,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.405.376 2 4.202.688,0 4.202.688,0 4.200.000 4.205.376 3.801,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.475.872 2 8.237.936,0 8.237.936,0 8.217.024 8.258.848 29.574,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.484.544 2 4.242.272,0 4.242.272,0 4.235.360 4.249.184 9.775,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.490.624 2 4.245.312,0 4.245.312,0 4.242.400 4.248.224 4.118,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.495.872 2 4.247.936,0 4.247.936,0 4.242.144 4.253.728 8.191,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.487.200 2 4.243.600,0 4.243.600,0 4.240.736 4.246.464 4.050,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
12,0 37.128.320 2 18.564.160,0 18.564.160,0 11.183.904 25.944.416 10.437.258,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 9.982.688 2 4.991.344,0 4.991.344,0 4.987.648 4.995.040 5.226,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.270.560 2 8.135.280,0 8.135.280,0 8.131.648 8.138.912 5.136,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
13,0 30.010.976 2 15.005.488,0 15.005.488,0 9.755.872 20.255.104 7.424.078,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.292.704 2 8.146.352,0 8.146.352,0 8.136.928 8.155.776 13.327,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.351.040 2 8.175.520,0 8.175.520,0 8.146.528 8.204.512 41.000,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.495.296 2 4.247.648,0 4.247.648,0 4.243.104 4.252.192 6.426,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.488.192 2 4.244.096,0 4.244.096,0 4.238.880 4.249.312 7.376,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
11,0 19.802.112 2 9.901.056,0 9.901.056,0 9.873.888 9.928.224 38.421,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.488.608 2 4.244.304,0 4.244.304,0 4.244.000 4.244.608 429,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.261.888 2 8.130.944,0 8.130.944,0 8.128.192 8.133.696 3.891,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
11,0 18.186.720 2 9.093.360,0 9.093.360,0 8.275.072 9.911.648 1.157.234,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.252.032 2 8.126.016,0 8.126.016,0 8.121.376 8.130.656 6.562,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 12.329.344 2 6.164.672,0 6.164.672,0 5.653.184 6.676.160 723.353,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.282.016 2 8.141.008,0 8.141.008,0 8.125.568 8.156.448 21.835,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.432.512 2 8.216.256,0 8.216.256,0 8.212.864 8.219.648 4.797,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
11,0 19.720.192 2 9.860.096,0 9.860.096,0 9.857.632 9.862.560 3.484,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.488.928 2 4.244.464,0 4.244.464,0 4.241.376 4.247.552 4.367,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.353.440 2 8.176.720,0 8.176.720,0 8.144.640 8.208.800 45.368,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.482.400 2 4.241.200,0 4.241.200,0 4.238.848 4.243.552 3.326,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.326.176 2 8.163.088,0 8.163.088,0 8.161.600 8.164.576 2.104,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.447.360 2 8.223.680,0 8.223.680,0 8.216.608 8.230.752 10.001,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.473.760 2 4.236.880,0 4.236.880,0 4.230.464 4.243.296 9.073,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.429.088 2 8.214.544,0 8.214.544,0 8.213.184 8.215.904 1.923,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 9.970.272 2 4.985.136,0 4.985.136,0 4.980.512 4.989.760 6.539,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.511.392 2 8.255.696,0 8.255.696,0 8.233.888 8.277.504 30.841,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 10.010.528 2 5.005.264,0 5.005.264,0 5.003.648 5.006.880 2.285,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.487.072 2 4.243.536,0 4.243.536,0 4.242.272 4.244.800 1.787,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 8.479.808 2 4.239.904,0 4.239.904,0 4.237.536 4.242.272 3.348,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.395.904 2 4.197.952,0 4.197.952,0 4.195.872 4.200.032 2.941,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.251.200 2 8.125.600,0 8.125.600,0 8.121.184 8.130.016 6.245,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.309.472 2 8.154.736,0 8.154.736,0 8.132.512 8.176.960 31.429,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.489.184 2 4.244.592,0 4.244.592,0 4.238.560 4.250.624 8.530,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.538.368 2 4.269.184,0 4.269.184,0 4.268.064 4.270.304 1.583,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.500.960 2 4.250.480,0 4.250.480,0 4.246.528 4.254.432 5.589,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.487.456 2 4.243.728,0 4.243.728,0 4.238.624 4.248.832 7.218,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 9.960.736 2 4.980.368,0 4.980.368,0 4.962.592 4.998.144 25.139,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.488.992 2 4.244.496,0 4.244.496,0 4.243.328 4.245.664 1.651,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.526.336 2 4.263.168,0 4.263.168,0 4.257.184 4.269.152 8.462,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.461.344 2 4.230.672,0 4.230.672,0 4.220.992 4.240.352 13.689,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.333.472 2 8.166.736,0 8.166.736,0 8.155.616 8.177.856 15.726,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
10,0 14.162.720 2 7.081.360,0 7.081.360,0 4.247.200 9.915.520 4.008.107,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.277.248 2 8.138.624,0 8.138.624,0 8.132.960 8.144.288 8.010,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 13.779.936 2 6.889.968,0 6.889.968,0 5.658.560 8.121.376 1.741.473,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.263.744 2 8.131.872,0 8.131.872,0 8.118.336 8.145.408 19.142,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 12.906.496 2 6.453.248,0 6.453.248,0 5.154.176 7.752.320 1.837.165,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.251.584 2 8.125.792,0 8.125.792,0 8.110.624 8.140.960 21.450,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 13.361.824 2 6.680.912,0 6.680.912,0 5.236.800 8.125.024 2.042.282,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.261.280 2 8.130.640,0 8.130.640,0 8.126.784 8.134.496 5.453,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
6,0 10.747.264 2 5.373.632,0 5.373.632,0 5.189.504 5.557.760 260.396,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.250.176 2 8.125.088,0 8.125.088,0 8.124.800 8.125.376 407,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 13.342.080 2 6.671.040,0 6.671.040,0 5.207.296 8.134.784 2.070.046,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.244.992 2 8.122.496,0 8.122.496,0 8.119.936 8.125.056 3.620,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 15.848.320 2 7.924.160,0 7.924.160,0 7.744.160 8.104.160 254.558,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.301.056 2 8.150.528,0 8.150.528,0 8.148.928 8.152.128 2.262,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 13.589.856 2 6.794.928,0 6.794.928,0 5.467.936 8.121.920 1.876.650,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.278.304 2 8.139.152,0 8.139.152,0 8.130.112 8.148.192 12.784,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.322.272 2 8.161.136,0 8.161.136,0 8.160.768 8.161.504 520,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.284.768 2 8.142.384,0 8.142.384,0 8.124.480 8.160.288 25.320,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.273.088 2 8.136.544,0 8.136.544,0 8.131.936 8.141.152 6.516,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.466.208 2 8.233.104,0 8.233.104,0 8.224.288 8.241.920 12.467,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.495.904 2 4.247.952,0 4.247.952,0 4.241.888 4.254.016 8.575,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.438.048 2 8.219.024,0 8.219.024,0 8.211.744 8.226.304 10.295,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.488.672 2 4.244.336,0 4.244.336,0 4.241.728 4.246.944 3.688,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.497.920 2 4.248.960,0 4.248.960,0 4.244.032 4.253.888 6.969,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.484.032 2 4.242.016,0 4.242.016,0 4.233.952 4.250.080 11.404,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.432.736 2 4.216.368,0 4.216.368,0 4.212.448 4.220.288 5.543,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.493.920 2 4.246.960,0 4.246.960,0 4.244.576 4.249.344 3.371,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.483.072 2 4.241.536,0 4.241.536,0 4.235.520 4.247.552 8.507,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
12,0 27.874.560 2 13.937.280,0 13.937.280,0 13.915.552 13.959.008 30.728,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.483.296 2 4.241.648,0 4.241.648,0 4.236.416 4.246.880 7.399,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.278.912 2 8.139.456,0 8.139.456,0 8.137.824 8.141.088 2.308,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
11,0 17.732.064 2 8.866.032,0 8.866.032,0 7.812.992 9.919.072 1.489.223,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
