6,0 161.056 3 53.685,0 52.000,0 51.552 57.504 3.314,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.904 3 71.968,0 69.856,0 68.704 77.344 4.691,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 216.256 3 72.085,0 69.760,0 69.120 77.376 4.593,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 214.944 3 71.648,0 69.920,0 68.768 76.256 4.032,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.104 3 71.701,0 70.208,0 68.704 76.192 3.961,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 216.096 3 72.032,0 70.176,0 68.640 77.280 4.609,0 CUDA_KERNEL lud_perimeter(float *, int, int)
5,0 216.160 3 72.053,0 69.824,0 69.600 76.736 4.056,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 216.192 3 72.064,0 69.696,0 69.312 77.184 4.438,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.680 3 71.893,0 69.888,0 69.312 76.480 3.982,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.552 3 71.850,0 69.440,0 69.408 76.704 4.203,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.808 3 71.936,0 70.592,0 68.736 76.480 4.043,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 161.600 3 53.866,0 52.704,0 51.872 57.024 2.765,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 214.976 3 71.658,0 69.792,0 68.640 76.544 4.269,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 216.704 3 72.234,0 69.824,0 69.440 77.440 4.512,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.456 3 71.818,0 69.440,0 69.184 76.832 4.343,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 216.704 3 72.234,0 70.176,0 69.184 77.344 4.452,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 216.032 3 72.010,0 70.784,0 68.608 76.640 4.154,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.136 3 71.712,0 69.888,0 69.088 76.160 3.872,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.744 3 71.914,0 69.344,0 68.768 77.632 4.959,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 218.048 3 72.682,0 70.976,0 69.632 77.440 4.174,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 216.608 3 72.202,0 70.848,0 69.056 76.704 3.999,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 216.672 3 72.224,0 70.432,0 69.568 76.672 3.876,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 214.560 3 71.520,0 69.600,0 68.736 76.224 4.096,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.744 3 71.914,0 70.464,0 69.120 76.160 3.737,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 216.288 3 72.096,0 70.432,0 68.800 77.056 4.372,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.424 3 71.808,0 69.280,0 69.216 76.928 4.434,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 216.576 3 72.192,0 69.600,0 69.472 77.504 4.600,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 214.400 3 71.466,0 69.248,0 68.704 76.448 4.322,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.872 3 71.957,0 70.400,0 68.768 76.704 4.190,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 216.352 3 72.117,0 70.400,0 68.704 77.248 4.523,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 216.224 3 72.074,0 70.208,0 68.704 77.312 4.597,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.840 3 71.946,0 70.880,0 68.736 76.224 3.856,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.104 3 71.701,0 70.048,0 68.736 76.320 4.053,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.264 3 71.754,0 69.824,0 68.672 76.768 4.379,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 216.352 3 72.117,0 69.984,0 69.536 76.832 4.089,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.552 3 71.850,0 69.376,0 68.768 77.408 4.822,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 216.384 3 72.128,0 70.400,0 68.704 77.280 4.541,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.328 3 71.776,0 69.696,0 69.472 76.160 3.798,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.552 3 71.850,0 69.824,0 68.928 76.800 4.309,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 216.864 3 72.288,0 70.208,0 68.960 77.696 4.724,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 216.672 3 72.224,0 70.336,0 68.896 77.440 4.574,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 216.896 3 72.298,0 70.400,0 69.536 76.960 4.059,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 161.888 3 53.962,0 52.320,0 52.064 57.504 3.069,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.008 3 71.669,0 69.600,0 68.672 76.736 4.412,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 217.088 3 72.362,0 70.976,0 68.768 77.344 4.453,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 217.728 3 72.576,0 70.848,0 69.504 77.376 4.210,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.616 3 71.872,0 70.272,0 68.768 76.576 4.142,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.232 3 71.744,0 70.304,0 68.672 76.256 3.991,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 215.424 3 71.808,0 70.400,0 68.672 76.352 4.029,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 217.056 3 72.352,0 70.432,0 69.344 77.280 4.302,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 217.536 3 72.512,0 70.336,0 69.568 77.632 4.450,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 160.384 3 53.461,0 52.320,0 51.552 56.512 2.669,0 CUDA_KERNEL lud_perimeter(float *, int, int)
6,0 217.024 3 72.341,0 70.464,0 68.800 77.760 4.765,0 CUDA_KERNEL lud_perimeter(float *, int, int)
