8,0 191.840 4 47.960,0 47.040,0 46.752 51.008 2.047,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 259.008 4 64.752,0 62.800,0 62.368 71.040 4.209,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.152 4 64.288,0 62.512,0 62.336 69.792 3.673,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.920 4 64.480,0 62.352,0 62.336 70.880 4.266,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 256.544 4 64.136,0 62.304,0 62.272 69.664 3.685,0 CUDA_KERNEL lud_diagonal(float *, int, int)
7,0 257.120 4 64.280,0 62.576,0 62.368 69.600 3.548,0 CUDA_KERNEL lud_diagonal(float *, int, int)
6,0 257.408 4 64.352,0 62.816,0 62.432 69.344 3.333,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.696 4 64.424,0 62.912,0 62.400 69.472 3.378,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 255.616 4 63.904,0 62.368,0 62.304 68.576 3.114,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.856 4 64.464,0 63.024,0 62.336 69.472 3.360,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 256.192 4 64.048,0 62.720,0 62.336 68.416 2.920,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 192.992 4 48.248,0 47.168,0 46.688 51.968 2.490,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.536 4 64.384,0 62.832,0 62.336 69.536 3.451,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.568 4 64.392,0 63.056,0 62.336 69.120 3.172,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.760 4 64.440,0 62.944,0 62.784 69.088 3.100,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.952 4 64.488,0 62.944,0 62.368 69.696 3.499,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 258.560 4 64.640,0 63.280,0 62.336 69.664 3.378,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 256.672 4 64.168,0 62.896,0 62.336 68.544 2.931,0 CUDA_KERNEL lud_diagonal(float *, int, int)
7,0 258.368 4 64.592,0 63.008,0 62.368 69.984 3.607,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 256.960 4 64.240,0 62.752,0 62.304 69.152 3.283,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 256.864 4 64.216,0 62.816,0 62.368 68.864 3.116,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 256.928 4 64.232,0 62.368,0 62.240 69.952 3.813,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.152 4 64.288,0 62.640,0 62.272 69.600 3.556,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.920 4 64.480,0 63.008,0 62.336 69.568 3.416,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.696 4 64.424,0 62.880,0 62.368 69.568 3.457,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.024 4 64.256,0 62.960,0 62.304 68.800 3.045,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 259.136 4 64.784,0 63.088,0 63.072 69.888 3.402,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.856 4 64.464,0 63.232,0 62.432 68.960 3.021,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 258.112 4 64.528,0 63.024,0 62.336 69.728 3.481,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 256.896 4 64.224,0 62.752,0 62.304 69.088 3.264,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 259.232 4 64.808,0 62.992,0 62.368 70.880 4.059,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.312 4 64.328,0 62.384,0 62.336 70.208 3.920,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 255.936 4 63.984,0 62.336,0 62.304 68.960 3.317,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 256.832 4 64.208,0 62.576,0 62.272 69.408 3.472,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 258.240 4 64.560,0 63.152,0 62.336 69.600 3.385,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 256.960 4 64.240,0 62.608,0 62.336 69.408 3.450,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 256.448 4 64.112,0 62.752,0 62.368 68.576 2.995,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 256.160 4 64.040,0 62.368,0 62.272 69.152 3.408,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 255.808 4 63.952,0 62.384,0 62.336 68.704 3.168,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.728 4 64.432,0 62.992,0 62.272 69.472 3.390,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 256.736 4 64.184,0 62.656,0 62.304 69.120 3.299,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.536 4 64.384,0 62.432,0 62.336 70.336 3.968,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 192.896 4 48.224,0 47.008,0 46.912 51.968 2.496,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.536 4 64.384,0 62.512,0 62.336 70.176 3.864,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 256.800 4 64.200,0 62.496,0 62.304 69.504 3.538,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 256.352 4 64.088,0 62.592,0 62.272 68.896 3.209,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 256.416 4 64.104,0 62.416,0 62.304 69.280 3.451,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 258.112 4 64.528,0 63.232,0 63.008 68.640 2.743,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.888 4 64.472,0 63.152,0 62.368 69.216 3.187,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 258.560 4 64.640,0 63.264,0 63.104 68.928 2.859,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 257.504 4 64.376,0 62.784,0 62.336 69.600 3.489,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 192.640 4 48.160,0 47.136,0 46.976 51.392 2.158,0 CUDA_KERNEL lud_diagonal(float *, int, int)
8,0 258.496 4 64.624,0 63.280,0 62.336 69.600 3.347,0 CUDA_KERNEL lud_diagonal(float *, int, int)
