0,0 1.777.312 9 197.479,0 197.504,0 196.224 201.376 1.581,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.832.320 9 203.591,0 197.344,0 196.608 227.296 12.416,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.777.184 9 197.464,0 196.960,0 196.544 201.952 1.693,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.771.872 9 196.874,0 196.416,0 196.224 198.944 903,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.954.240 9 217.137,0 226.048,0 196.320 229.568 14.972,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.869.216 9 207.690,0 212.576,0 196.832 213.056 7.721,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.866.432 9 207.381,0 198.240,0 196.288 220.416 12.037,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.770.912 9 196.768,0 196.416,0 196.352 198.848 820,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.772.032 9 196.892,0 196.576,0 196.288 199.008 859,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.690.944 9 298.993,0 224.608,0 223.616 392.928 88.780,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.976 9 197.219,0 196.800,0 196.384 199.008 852,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.949.792 9 216.643,0 225.632,0 197.184 227.232 14.294,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.776.384 9 197.376,0 196.960,0 196.320 201.280 1.505,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.781.632 9 197.959,0 197.504,0 196.352 201.408 1.675,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.897.696 9 321.966,0 378.976,0 200.000 395.264 91.364,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.777.824 9 197.536,0 196.416,0 196.352 202.016 2.088,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.920.160 9 213.351,0 225.568,0 196.288 227.744 15.553,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.772.416 9 196.935,0 196.640,0 196.352 198.656 756,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.839.552 9 315.505,0 378.240,0 225.632 393.248 84.637,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.693.536 9 299.281,0 227.104,0 223.104 393.024 88.825,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.922.048 9 324.672,0 378.336,0 199.264 394.944 88.617,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.784.288 9 198.254,0 196.960,0 196.480 201.600 1.919,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.481.248 9 275.694,0 218.144,0 214.688 392.576 87.255,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.870.080 9 207.786,0 199.328,0 197.376 223.904 11.862,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.783.488 9 198.165,0 197.152,0 196.608 201.888 1.941,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.904 9 197.322,0 196.672,0 196.352 202.688 2.022,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.838.464 9 204.273,0 199.008,0 196.608 213.280 8.198,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.910.752 9 212.305,0 223.680,0 196.160 225.856 14.531,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.782.048 9 198.005,0 197.248,0 196.480 202.048 1.867,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.656 9 197.184,0 197.216,0 196.320 199.072 822,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.927.520 9 214.168,0 224.032,0 199.648 227.488 12.884,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.797.664 9 199.740,0 200.256,0 196.800 201.376 1.447,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.896.736 9 210.748,0 199.168,0 196.544 227.552 15.684,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.512.800 9 279.200,0 226.368,0 214.624 392.832 85.133,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.836.352 9 315.150,0 378.432,0 216.224 391.840 87.853,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.823.712 9 202.634,0 196.768,0 196.320 219.680 9.794,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.854.912 9 206.101,0 213.024,0 196.672 213.600 8.578,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.772.576 9 196.952,0 196.512,0 196.256 199.104 906,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.785.632 9 198.403,0 197.120,0 196.384 202.528 2.098,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.592 9 197.176,0 197.056,0 196.576 198.496 553,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.914.816 9 212.757,0 222.848,0 196.288 226.144 14.950,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.771.360 9 196.817,0 196.416,0 195.776 198.912 917,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.944.608 9 216.067,0 224.608,0 196.320 227.104 14.134,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.776.160 9 197.351,0 196.672,0 196.256 201.632 1.677,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.911.520 9 212.391,0 223.904,0 196.576 225.536 14.226,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.872 9 197.319,0 197.088,0 196.384 199.296 833,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.771.104 9 196.789,0 196.448,0 196.288 198.400 668,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.392 9 197.265,0 196.736,0 196.448 201.504 1.601,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.889.632 9 209.959,0 218.560,0 196.864 220.864 11.341,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.745.952 9 305.105,0 378.144,0 200.320 394.336 94.470,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.868.864 9 207.651,0 199.232,0 197.344 220.064 11.282,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.881.248 9 209.027,0 200.224,0 200.096 227.776 13.269,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.770.240 9 196.693,0 196.448,0 196.224 198.112 626,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.850.272 9 205.585,0 198.816,0 196.448 220.032 9.910,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.897.408 9 210.823,0 198.720,0 196.416 228.480 15.984,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 3.114.464 9 346.051,0 378.272,0 210.624 393.856 76.814,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.704.480 9 300.497,0 228.896,0 225.824 392.960 87.229,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.773.632 9 197.070,0 196.736,0 196.224 199.392 973,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.328 9 197.258,0 197.152,0 196.448 199.456 923,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.888.224 9 209.802,0 219.168,0 196.352 219.808 11.520,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.512.160 9 279.128,0 225.632,0 214.688 393.152 85.318,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.496 9 197.166,0 196.832,0 196.480 199.456 910,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.950.400 9 216.711,0 225.760,0 197.056 226.912 14.046,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.773.280 9 197.031,0 196.672,0 196.288 198.912 866,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 3.078.432 9 342.048,0 378.304,0 199.456 394.880 80.908,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.922.048 9 324.672,0 378.304,0 210.144 395.136 85.092,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.904.128 9 322.680,0 378.240,0 200.096 395.232 91.995,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.364.768 9 262.752,0 225.632,0 224.736 392.224 73.266,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.947.328 9 216.369,0 225.568,0 196.896 227.104 14.066,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.783.008 9 198.112,0 197.408,0 196.384 203.936 2.419,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.902.560 9 211.395,0 211.552,0 197.664 226.176 11.858,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.528 9 197.169,0 197.088,0 196.448 198.560 638,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.923.328 9 213.703,0 225.888,0 196.640 227.104 15.243,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.909.696 9 212.188,0 212.224,0 196.768 226.656 12.293,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.926.496 9 214.055,0 225.280,0 196.576 228.224 15.695,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.206.624 9 245.180,0 226.240,0 224.960 392.960 55.438,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.777.472 9 197.496,0 196.608,0 196.256 201.376 1.767,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.771.648 9 196.849,0 196.384,0 196.288 198.912 862,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.153.728 9 239.303,0 200.160,0 196.736 380.992 79.517,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.506.560 9 278.506,0 219.872,0 218.880 397.568 87.914,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.773.440 9 197.048,0 197.056,0 196.320 198.432 633,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.776.512 9 197.390,0 196.704,0 196.416 201.984 1.780,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.734.880 9 303.875,0 378.240,0 200.192 394.112 92.575,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.773.728 9 197.080,0 196.640,0 196.256 198.944 891,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.891.712 9 210.190,0 198.592,0 196.288 227.584 15.665,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.827.968 9 314.218,0 378.784,0 218.976 392.992 89.665,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.794.336 9 199.370,0 200.064,0 196.416 201.216 1.729,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 3.270.176 9 363.352,0 378.432,0 210.752 394.752 57.604,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.785.024 9 198.336,0 197.312,0 196.288 201.856 1.951,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.785.504 9 198.389,0 197.216,0 196.512 202.080 1.958,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.778.848 9 197.649,0 197.504,0 196.384 201.504 1.537,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.873.216 9 208.135,0 212.384,0 196.416 214.496 7.437,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.776.384 9 197.376,0 197.344,0 196.256 199.104 796,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.694.880 9 299.431,0 227.328,0 224.224 392.192 87.800,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.779.424 9 197.713,0 196.416,0 196.352 201.504 2.003,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.928.096 9 325.344,0 378.336,0 208.992 394.080 87.127,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.946.560 9 216.284,0 225.472,0 196.512 226.656 14.090,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.780.768 9 197.863,0 196.768,0 196.320 201.856 1.997,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.104 9 197.233,0 196.384,0 196.288 201.440 1.814,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.203.840 9 244.871,0 211.840,0 199.776 379.680 76.371,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.922.112 9 324.679,0 378.272,0 211.488 394.784 84.733,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.786.368 9 198.485,0 197.664,0 196.448 201.472 1.841,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.772.704 9 196.967,0 196.800,0 196.288 198.720 721,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.331.200 9 259.022,0 225.472,0 214.240 391.680 75.348,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.910.080 9 323.342,0 378.208,0 199.392 394.752 90.285,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.947.840 9 216.426,0 225.824,0 196.352 227.104 14.322,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.780.704 9 197.856,0 196.832,0 196.416 200.896 1.830,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.776.160 9 197.351,0 196.992,0 196.288 201.376 1.570,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.773.696 9 197.077,0 196.736,0 196.320 199.872 1.089,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.784.224 9 198.247,0 197.536,0 196.384 201.440 1.980,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.917.216 9 213.024,0 224.736,0 196.384 225.856 14.803,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.755.040 9 306.115,0 378.208,0 210.784 393.952 89.462,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.817.120 9 313.013,0 378.144,0 212.512 393.248 91.514,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.781.824 9 197.980,0 197.184,0 196.512 201.504 1.802,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.944 9 197.216,0 197.120,0 196.512 198.816 701,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.775.552 9 197.283,0 197.472,0 196.320 198.560 696,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.773.920 9 197.102,0 196.800,0 196.384 199.488 941,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.240 9 197.137,0 196.640,0 196.192 199.072 994,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.779.616 9 197.735,0 196.608,0 196.320 202.720 2.253,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.787.136 9 198.570,0 199.296,0 196.672 201.280 1.727,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.774.336 9 197.148,0 196.800,0 196.512 199.296 845,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.772.128 9 196.903,0 196.576,0 196.448 198.112 572,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.785.696 9 198.410,0 197.504,0 196.480 201.920 1.960,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.934.208 9 326.023,0 377.920,0 204.032 396.992 91.569,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.880.928 9 208.992,0 199.168,0 196.288 225.504 14.384,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.770.304 9 196.700,0 196.288,0 196.256 199.616 1.097,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.889.472 9 209.941,0 199.040,0 196.352 226.688 15.015,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.786.784 9 198.531,0 197.408,0 196.128 201.568 1.961,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 3.122.176 9 346.908,0 378.432,0 209.024 397.312 77.926,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.921.472 9 213.496,0 224.544,0 196.832 227.872 15.078,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.894.880 9 210.542,0 198.656,0 196.480 228.384 15.660,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 2.910.176 9 323.352,0 378.208,0 199.232 394.528 89.959,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.772.448 9 196.938,0 196.832,0 196.256 198.656 735,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 3.079.616 9 342.179,0 378.336,0 200.096 394.464 80.464,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.782.816 9 198.090,0 196.864,0 196.480 201.344 1.958,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.893.792 9 210.421,0 209.024,0 196.640 226.816 12.073,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.772.800 9 196.977,0 196.384,0 196.224 198.912 904,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)
0,0 1.917.728 9 213.080,0 224.064,0 196.256 227.744 15.294,0 CUDA_KERNEL normalize_weights_kernel(double *, int, double *, double *, double *, int *)

Mean: 226531.576
Standard Deviation: 48933.48372715328
