1.4 2355936 1 2355936.0 2355936.0 2355936 2355936 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3879968 1 3879968.0 3879968.0 3879968 3879968 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3873600 1 3873600.0 3873600.0 3873600 3873600 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3888384 1 3888384.0 3888384.0 3888384 3888384 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3873056 1 3873056.0 3873056.0 3873056 3873056 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3855072 1 3855072.0 3855072.0 3855072 3855072 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.0 3869824 1 3869824.0 3869824.0 3869824 3869824 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1.4 2470624 1 2470624.0 2470624.0 2470624 2470624 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1.9 3876384 1 3876384.0 3876384.0 3876384 3876384 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3878624 1 3878624.0 3878624.0 3878624 3878624 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3871744 1 3871744.0 3871744.0 3871744 3871744 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3887360 1 3887360.0 3887360.0 3887360 3887360 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3895904 1 3895904.0 3895904.0 3895904 3895904 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3871424 1 3871424.0 3871424.0 3871424 3871424 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3887104 1 3887104.0 3887104.0 3887104 3887104 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3885536 1 3885536.0 3885536.0 3885536 3885536 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3860704 1 3860704.0 3860704.0 3860704 3860704 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3847584 1 3847584.0 3847584.0 3847584 3847584 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3863424 1 3863424.0 3863424.0 3863424 3863424 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3912608 1 3912608.0 3912608.0 3912608 3912608 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3882944 1 3882944.0 3882944.0 3882944 3882944 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3878336 1 3878336.0 3878336.0 3878336 3878336 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3882080 1 3882080.0 3882080.0 3882080 3882080 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3864992 1 3864992.0 3864992.0 3864992 3864992 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3899360 1 3899360.0 3899360.0 3899360 3899360 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3892992 1 3892992.0 3892992.0 3892992 3892992 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3871936 1 3871936.0 3871936.0 3871936 3871936 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3885760 1 3885760.0 3885760.0 3885760 3885760 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3914656 1 3914656.0 3914656.0 3914656 3914656 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3848512 1 3848512.0 3848512.0 3848512 3848512 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3888224 1 3888224.0 3888224.0 3888224 3888224 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3850656 1 3850656.0 3850656.0 3850656 3850656 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3878336 1 3878336.0 3878336.0 3878336 3878336 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3861696 1 3861696.0 3861696.0 3861696 3861696 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3891840 1 3891840.0 3891840.0 3891840 3891840 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3856416 1 3856416.0 3856416.0 3856416 3856416 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1.7 2932256 1 2932256.0 2932256.0 2932256 2932256 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3867072 1 3867072.0 3867072.0 3867072 3867072 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3860320 1 3860320.0 3860320.0 3860320 3860320 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3858400 1 3858400.0 3858400.0 3858400 3858400 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3859584 1 3859584.0 3859584.0 3859584 3859584 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3894464 1 3894464.0 3894464.0 3894464 3894464 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3868512 1 3868512.0 3868512.0 3868512 3868512 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3867840 1 3867840.0 3867840.0 3867840 3867840 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3881760 1 3881760.0 3881760.0 3881760 3881760 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3848640 1 3848640.0 3848640.0 3848640 3848640 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3866272 1 3866272.0 3866272.0 3866272 3866272 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3855712 1 3855712.0 3855712.0 3855712 3855712 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3866208 1 3866208.0 3866208.0 3866208 3866208 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3856448 1 3856448.0 3856448.0 3856448 3856448 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3849184 1 3849184.0 3849184.0 3849184 3849184 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3861696 1 3861696.0 3861696.0 3861696 3861696 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3865984 1 3865984.0 3865984.0 3865984 3865984 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3891328 1 3891328.0 3891328.0 3891328 3891328 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3895904 1 3895904.0 3895904.0 3895904 3895904 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1.7 2895552 1 2895552.0 2895552.0 2895552 2895552 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3889824 1 3889824.0 3889824.0 3889824 3889824 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1.7 2900096 1 2900096.0 2900096.0 2900096 2900096 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3895136 1 3895136.0 3895136.0 3895136 3895136 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3901344 1 3901344.0 3901344.0 3901344 3901344 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3856576 1 3856576.0 3856576.0 3856576 3856576 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3869728 1 3869728.0 3869728.0 3869728 3869728 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3884160 1 3884160.0 3884160.0 3884160 3884160 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3849600 1 3849600.0 3849600.0 3849600 3849600 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3891776 1 3891776.0 3891776.0 3891776 3891776 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3882016 1 3882016.0 3882016.0 3882016 3882016 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3901920 1 3901920.0 3901920.0 3901920 3901920 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3904480 1 3904480.0 3904480.0 3904480 3904480 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3871424 1 3871424.0 3871424.0 3871424 3871424 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3830944 1 3830944.0 3830944.0 3830944 3830944 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3865920 1 3865920.0 3865920.0 3865920 3865920 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3890432 1 3890432.0 3890432.0 3890432 3890432 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3905920 1 3905920.0 3905920.0 3905920 3905920 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3872960 1 3872960.0 3872960.0 3872960 3872960 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3887104 1 3887104.0 3887104.0 3887104 3887104 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3872256 1 3872256.0 3872256.0 3872256 3872256 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3854720 1 3854720.0 3854720.0 3854720 3854720 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3856800 1 3856800.0 3856800.0 3856800 3856800 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1.2 1971840 1 1971840.0 1971840.0 1971840 1971840 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3862464 1 3862464.0 3862464.0 3862464 3862464 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3840512 1 3840512.0 3840512.0 3840512 3840512 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3851712 1 3851712.0 3851712.0 3851712 3851712 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1.7 2906976 1 2906976.0 2906976.0 2906976 2906976 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3863936 1 3863936.0 3863936.0 3863936 3863936 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1.7 2915680 1 2915680.0 2915680.0 2915680 2915680 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3885536 1 3885536.0 3885536.0 3885536 3885536 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1.7 2929856 1 2929856.0 2929856.0 2929856 2929856 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3905600 1 3905600.0 3905600.0 3905600 3905600 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3854944 1 3854944.0 3854944.0 3854944 3854944 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3888960 1 3888960.0 3888960.0 3888960 3888960 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3869824 1 3869824.0 3869824.0 3869824 3869824 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3833696 1 3833696.0 3833696.0 3833696 3833696 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3908128 1 3908128.0 3908128.0 3908128 3908128 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3870624 1 3870624.0 3870624.0 3870624 3870624 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3870720 1 3870720.0 3870720.0 3870720 3870720 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3895200 1 3895200.0 3895200.0 3895200 3895200 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3857024 1 3857024.0 3857024.0 3857024 3857024 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3883520 1 3883520.0 3883520.0 3883520 3883520 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3893408 1 3893408.0 3893408.0 3893408 3893408 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3862432 1 3862432.0 3862432.0 3862432 3862432 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3890592 1 3890592.0 3890592.0 3890592 3890592 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3902912 1 3902912.0 3902912.0 3902912 3902912 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3877248 1 3877248.0 3877248.0 3877248 3877248 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3845792 1 3845792.0 3845792.0 3845792 3845792 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3854816 1 3854816.0 3854816.0 3854816 3854816 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1.7 2895232 1 2895232.0 2895232.0 2895232 2895232 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3861024 1 3861024.0 3861024.0 3861024 3861024 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3894464 1 3894464.0 3894464.0 3894464 3894464 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3850016 1 3850016.0 3850016.0 3850016 3850016 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3846272 1 3846272.0 3846272.0 3846272 3846272 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3871744 1 3871744.0 3871744.0 3871744 3871744 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3832800 1 3832800.0 3832800.0 3832800 3832800 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3846240 1 3846240.0 3846240.0 3846240 3846240 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1.7 2911904 1 2911904.0 2911904.0 2911904 2911904 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3879648 1 3879648.0 3879648.0 3879648 3879648 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1.7 2906880 1 2906880.0 2906880.0 2906880 2906880 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3879872 1 3879872.0 3879872.0 3879872 3879872 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1.7 2913504 1 2913504.0 2913504.0 2913504 2913504 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3893984 1 3893984.0 3893984.0 3893984 3893984 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1.6 2894912 1 2894912.0 2894912.0 2894912 2894912 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1.7 2919520 1 2919520.0 2919520.0 2919520 2919520 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3848480 1 3848480.0 3848480.0 3848480 3848480 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3858944 1 3858944.0 3858944.0 3858944 3858944 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3874016 1 3874016.0 3874016.0 3874016 3874016 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3890592 1 3890592.0 3890592.0 3890592 3890592 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3892480 1 3892480.0 3892480.0 3892480 3892480 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3859808 1 3859808.0 3859808.0 3859808 3859808 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3856992 1 3856992.0 3856992.0 3856992 3856992 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3857024 1 3857024.0 3857024.0 3857024 3857024 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3910752 1 3910752.0 3910752.0 3910752 3910752 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3878528 1 3878528.0 3878528.0 3878528 3878528 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3893376 1 3893376.0 3893376.0 3893376 3893376 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3861888 1 3861888.0 3861888.0 3861888 3861888 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3891712 1 3891712.0 3891712.0 3891712 3891712 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3834304 1 3834304.0 3834304.0 3834304 3834304 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3878336 1 3878336.0 3878336.0 3878336 3878336 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3893344 1 3893344.0 3893344.0 3893344 3893344 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.1 3845984 1 3845984.0 3845984.0 3845984 3845984 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3868480 1 3868480.0 3868480.0 3868480 3868480 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
3.9 7241440 1 7241440.0 7241440.0 7241440 7241440 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2.2 3887552 1 3887552.0 3887552.0 3887552 3887552 0.0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
