43,0 64.214.475.232 6.000 10.702.412,0 10.589.568,0 10.561.504 24.390.048 765.630,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.516.641.856 6.000 10.752.773,0 10.740.320,0 10.710.976 26.113.152 334.482,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.545.114.080 6.000 10.757.519,0 10.735.296,0 10.711.968 26.117.920 452.045,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.566.391.776 6.000 10.761.065,0 10.740.208,0 10.710.368 26.118.944 459.622,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.718.918.272 6.000 10.619.819,0 10.602.112,0 10.561.152 26.115.552 344.723,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.519.111.968 6.000 10.753.185,0 10.743.520,0 10.709.184 28.067.296 316.900,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.502.665.696 6.000 10.750.444,0 10.740.064,0 10.716.992 26.113.600 323.845,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.523.065.376 6.000 10.753.844,0 10.738.096,0 10.711.360 26.118.368 386.325,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.834.852.320 6.000 10.639.142,0 10.601.344,0 10.560.800 26.110.080 478.726,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.529.658.624 6.000 10.754.943,0 10.742.432,0 10.714.112 32.046.080 376.219,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.784.898.464 6.000 10.630.816,0 10.604.416,0 10.561.760 34.020.192 427.128,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.603.399.744 6.000 10.767.233,0 10.740.736,0 10.712.384 28.078.752 383.108,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.521.859.712 6.000 10.753.643,0 10.743.808,0 10.718.368 26.123.232 308.559,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.695.427.200 6.000 10.615.904,0 10.601.376,0 10.561.120 26.112.800 366.215,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.507.175.648 6.000 10.751.195,0 10.736.896,0 10.707.104 26.110.752 377.187,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.570.821.792 6.000 10.761.803,0 10.741.856,0 10.717.056 26.110.176 409.699,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.684.489.472 6.000 10.614.081,0 10.603.200,0 10.561.088 26.114.240 324.393,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.673.287.232 6.000 10.612.214,0 10.601.344,0 10.562.688 26.116.320 330.225,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.509.298.016 6.000 10.751.549,0 10.738.560,0 10.711.744 26.117.248 357.567,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.554.134.688 6.000 10.759.022,0 10.744.224,0 10.715.040 26.113.728 346.698,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.692.284.576 6.000 10.782.047,0 10.742.144,0 10.714.656 26.117.984 641.110,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.558.095.904 6.000 10.759.682,0 10.741.744,0 10.717.344 26.112.576 422.579,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.501.572.608 6.000 10.750.262,0 10.738.496,0 10.710.656 26.112.352 344.217,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.072.151.904 6.000 10.678.692,0 10.610.304,0 10.561.920 33.686.400 434.238,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.517.130.464 6.000 10.752.855,0 10.739.904,0 10.714.976 26.113.920 364.227,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.484.676.864 6.000 10.747.446,0 10.737.504,0 10.713.664 26.115.872 317.570,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.467.048.800 6.000 10.744.508,0 10.732.592,0 10.704.192 26.116.544 328.160,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.745.281.568 6.000 10.624.213,0 10.596.992,0 10.560.416 26.119.872 387.121,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.485.370.848 6.000 10.747.561,0 10.733.440,0 10.711.296 26.112.768 381.273,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.522.259.712 6.000 10.753.710,0 10.739.168,0 10.711.968 26.109.568 378.203,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.525.149.984 6.000 10.754.191,0 10.734.720,0 10.710.400 26.112.896 421.012,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.687.424.032 6.000 10.614.570,0 10.603.296,0 10.560.800 32.056.448 383.330,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.525.493.216 6.000 10.754.248,0 10.742.048,0 10.713.600 26.113.472 351.592,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.740.810.208 6.000 10.623.468,0 10.603.744,0 10.559.904 30.909.344 412.472,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.626.922.176 6.000 10.771.153,0 10.740.320,0 10.713.600 26.110.752 563.411,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.461.280.160 6.000 10.743.546,0 10.733.440,0 10.706.080 26.114.656 319.918,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.556.281.312 6.000 10.759.380,0 10.729.472,0 10.702.560 26.107.040 535.373,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.532.011.136 6.000 10.755.335,0 10.733.984,0 10.709.056 26.110.816 427.427,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.515.937.984 6.000 10.752.656,0 10.735.360,0 10.708.736 26.124.160 346.675,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.487.856.992 6.000 10.747.976,0 10.733.200,0 10.709.760 26.121.792 370.459,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.524.481.088 6.000 10.754.080,0 10.735.648,0 10.705.728 26.108.480 394.833,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.504.597.824 6.000 10.750.766,0 10.736.208,0 10.712.352 26.112.800 387.167,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.516.603.008 6.000 10.752.767,0 10.738.256,0 10.712.704 26.112.128 379.923,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.484.654.432 6.000 10.747.442,0 10.734.528,0 10.713.056 26.109.920 359.639,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.505.769.984 6.000 10.750.961,0 10.736.480,0 10.713.792 26.107.616 343.190,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.574.207.648 6.000 10.762.367,0 10.739.296,0 10.709.184 26.111.840 483.349,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.479.940.224 6.000 10.746.656,0 10.733.344,0 10.709.504 26.113.344 339.012,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.687.564.800 6.000 10.614.594,0 10.602.912,0 10.561.312 26.109.920 342.416,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.496.923.008 6.000 10.749.487,0 10.736.816,0 10.714.720 32.204.832 396.811,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.634.754.368 6.000 10.605.792,0 10.593.408,0 10.562.400 26.115.008 335.845,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.448.609.472 6.000 10.741.434,0 10.728.448,0 10.704.832 26.115.136 358.075,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.933.466.944 6.000 10.655.577,0 10.597.024,0 10.561.952 26.110.880 680.146,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.471.714.688 6.000 10.745.285,0 10.731.456,0 10.710.400 26.107.392 359.761,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.477.763.360 6.000 10.746.293,0 10.732.288,0 10.710.880 26.118.272 373.166,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.433.788.992 6.000 10.738.964,0 10.726.752,0 10.699.040 26.111.104 348.302,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.472.699.616 6.000 10.745.449,0 10.732.992,0 10.704.320 26.111.424 353.474,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.981.864.960 6.000 10.830.310,0 10.733.056,0 10.707.488 28.090.176 1.001.868,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.467.755.264 6.000 10.744.625,0 10.732.768,0 10.703.680 26.107.424 347.561,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.465.156.864 6.000 10.744.192,0 10.732.160,0 10.710.400 26.112.992 348.684,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.488.754.272 6.000 10.748.125,0 10.735.568,0 10.705.824 26.112.704 344.860,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.685.607.072 6.000 10.614.267,0 10.593.312,0 10.560.000 26.117.152 349.422,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.493.959.712 6.000 10.748.993,0 10.737.728,0 10.709.504 32.850.048 382.036,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.559.541.536 6.000 10.759.923,0 10.729.696,0 10.707.616 26.110.432 551.645,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.687.369.696 6.000 10.614.561,0 10.595.136,0 10.562.176 32.032.480 393.023,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.467.772.096 6.000 10.744.628,0 10.731.296,0 10.704.960 26.114.976 368.558,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.480.408.896 6.000 10.746.734,0 10.733.248,0 10.706.048 31.366.720 385.327,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.691.507.328 6.000 10.615.251,0 10.595.744,0 10.561.856 26.112.448 380.095,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.812.550.848 6.000 10.802.091,0 10.731.904,0 10.700.384 31.260.928 851.391,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.447.250.080 6.000 10.741.208,0 10.729.472,0 10.708.512 26.113.120 331.727,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.551.891.040 6.000 10.758.648,0 10.728.928,0 10.703.456 26.111.488 486.043,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.607.603.648 6.000 10.767.933,0 10.731.840,0 10.709.088 31.209.600 631.847,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.466.414.016 6.000 10.744.402,0 10.730.528,0 10.708.992 26.114.592 345.196,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.463.322.208 6.000 10.743.887,0 10.729.696,0 10.702.944 26.109.632 376.389,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.635.954.272 6.000 10.605.992,0 10.594.016,0 10.561.920 26.107.552 346.795,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.508.728.384 6.000 10.751.454,0 10.736.224,0 10.708.704 26.113.568 393.421,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.454.023.232 6.000 10.742.337,0 10.728.736,0 10.706.592 26.114.208 371.000,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.528.913.472 6.000 10.754.818,0 10.727.776,0 10.700.832 26.116.096 449.818,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.497.244.224 6.000 10.749.540,0 10.734.816,0 10.709.216 26.116.320 356.372,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.007.727.168 6.000 10.667.954,0 10.602.528,0 10.560.800 26.120.256 385.863,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.504.022.944 6.000 10.750.670,0 10.734.144,0 10.707.616 28.095.552 399.390,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.687.975.072 6.000 10.614.662,0 10.597.184,0 10.562.208 26.110.080 355.052,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.807.982.144 6.000 10.801.330,0 10.737.152,0 10.710.880 26.114.784 793.844,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.476.791.968 6.000 10.746.132,0 10.733.408,0 10.709.472 26.113.696 332.064,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.536.732.224 6.000 10.756.122,0 10.741.440,0 10.715.648 26.110.432 384.207,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.525.198.464 6.000 10.754.199,0 10.739.040,0 10.713.312 26.109.376 376.986,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.606.109.536 6.000 10.767.684,0 10.738.144,0 10.712.352 26.111.808 550.323,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.602.814.464 6.000 10.767.135,0 10.738.720,0 10.709.568 26.121.152 415.193,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.501.755.680 6.000 10.750.292,0 10.735.424,0 10.710.976 28.062.336 360.449,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.693.859.040 6.000 10.615.643,0 10.602.400,0 10.560.640 26.103.584 357.901,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.556.338.048 6.000 10.759.389,0 10.739.728,0 10.713.184 26.116.192 424.346,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.764.440.960 6.000 10.627.406,0 10.600.272,0 10.562.752 26.111.488 464.718,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.554.624.704 6.000 10.759.104,0 10.738.208,0 10.712.512 26.110.464 460.723,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.527.536.480 6.000 10.754.589,0 10.735.376,0 10.711.744 26.115.520 454.172,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.554.564.960 6.000 10.759.094,0 10.745.376,0 10.719.264 26.120.832 371.181,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.451.424.384 6.000 10.741.904,0 10.728.992,0 10.702.752 26.257.568 378.720,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.461.881.184 6.000 10.743.646,0 10.731.328,0 10.705.440 26.112.704 340.609,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.707.093.632 6.000 10.617.848,0 10.597.824,0 10.561.024 26.112.704 415.073,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.485.338.560 6.000 10.747.556,0 10.734.048,0 10.709.792 28.176.704 382.473,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.667.690.624 6.000 10.611.281,0 10.598.880,0 10.561.472 26.110.912 343.762,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.474.643.520 6.000 10.745.773,0 10.728.080,0 10.705.376 26.123.040 418.970,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.705.453.792 6.000 10.617.575,0 10.598.112,0 10.561.408 26.115.040 421.726,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.525.364.480 6.000 10.754.227,0 10.736.320,0 10.706.784 28.971.264 390.763,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.678.518.496 6.000 10.613.086,0 10.592.448,0 10.563.296 28.084.000 465.954,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.462.769.408 6.000 10.743.794,0 10.730.016,0 10.709.760 26.120.416 371.625,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.676.811.712 6.000 10.612.802,0 10.597.744,0 10.562.624 26.111.264 376.057,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.543.758.656 6.000 10.757.293,0 10.730.272,0 10.704.928 26.110.400 519.423,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.497.789.600 6.000 10.749.631,0 10.736.512,0 10.711.520 31.234.496 390.025,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.674.254.432 6.000 10.779.042,0 10.732.480,0 10.706.656 26.109.696 684.125,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.709.008.864 6.000 10.618.168,0 10.596.992,0 10.561.472 26.107.360 396.809,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.670.972.864 6.000 10.611.828,0 10.598.880,0 10.562.368 26.112.640 367.336,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.529.224.928 6.000 10.754.870,0 10.737.184,0 10.711.744 26.121.792 401.873,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.466.201.600 6.000 10.744.366,0 10.732.032,0 10.707.584 34.013.664 397.240,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.454.235.648 6.000 10.742.372,0 10.729.696,0 10.706.528 26.114.208 357.211,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.464.889.568 6.000 10.744.148,0 10.730.496,0 10.705.216 26.121.984 372.443,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.480.923.136 6.000 10.746.820,0 10.734.112,0 10.707.936 26.112.800 348.495,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.753.870.528 6.000 10.625.645,0 10.599.712,0 10.562.528 26.110.368 474.508,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.697.679.744 6.000 10.616.280,0 10.600.096,0 10.562.112 26.115.904 353.097,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.543.902.912 6.000 10.757.317,0 10.734.368,0 10.709.632 26.117.088 438.381,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.530.780.992 6.000 10.755.130,0 10.735.392,0 10.707.424 26.112.768 393.264,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.734.020.512 6.000 10.789.003,0 10.735.376,0 10.712.416 26.115.360 732.333,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.827.637.152 6.000 10.804.606,0 10.737.056,0 10.708.864 26.117.856 814.679,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.550.606.304 6.000 10.758.434,0 10.744.544,0 10.716.832 26.115.776 356.818,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.596.117.984 6.000 10.766.019,0 10.736.736,0 10.711.840 26.117.536 478.331,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.544.866.400 6.000 10.757.477,0 10.738.848,0 10.710.176 26.118.496 438.958,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.479.559.168 6.000 10.746.593,0 10.733.728,0 10.706.656 26.121.248 342.643,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.515.633.376 6.000 10.752.605,0 10.739.072,0 10.714.560 26.113.728 355.662,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.606.729.280 6.000 10.767.788,0 10.739.488,0 10.713.344 26.113.760 522.493,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.652.849.632 6.000 10.775.474,0 10.734.048,0 10.711.296 26.113.056 603.442,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.503.183.168 6.000 10.750.530,0 10.735.168,0 10.709.536 26.115.680 395.673,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.863.028.160 6.000 10.643.838,0 10.595.584,0 10.562.528 28.083.072 703.809,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.480.753.504 6.000 10.746.792,0 10.734.176,0 10.709.248 26.114.016 349.387,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.628.066.848 6.000 10.771.344,0 10.732.016,0 10.708.288 26.117.024 579.187,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.734.068.960 6.000 10.622.344,0 10.596.032,0 10.562.112 28.095.616 524.189,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.501.281.184 6.000 10.750.213,0 10.728.512,0 10.699.584 26.114.688 399.445,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.501.014.592 6.000 10.750.169,0 10.732.768,0 10.707.776 30.951.168 442.873,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.466.362.816 6.000 10.744.393,0 10.730.000,0 10.708.896 26.117.952 376.246,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.573.246.432 6.000 10.762.207,0 10.734.272,0 10.708.928 26.103.936 528.732,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.507.398.592 6.000 10.751.233,0 10.734.656,0 10.709.920 26.109.952 350.797,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.587.957.504 6.000 10.764.659,0 10.738.720,0 10.713.792 26.114.272 506.160,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.513.188.256 6.000 10.752.198,0 10.735.520,0 10.710.880 26.121.920 389.537,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.521.226.400 6.000 10.753.537,0 10.733.184,0 10.704.608 26.118.112 448.637,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.689.463.328 6.000 10.614.910,0 10.599.248,0 10.561.088 26.104.608 364.550,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.498.921.920 6.000 10.749.820,0 10.731.984,0 10.709.216 26.111.360 418.911,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.509.804.192 6.000 10.751.634,0 10.732.352,0 10.709.408 26.110.336 400.555,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
