46,0 33.793.339.104 6.000 5.632.223,0 5.543.424,0 5.528.640 13.438.304 619.957,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.298.538.912 6.000 5.549.756,0 5.541.856,0 5.529.152 13.434.784 188.443,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.321.303.840 6.000 5.553.550,0 5.543.488,0 5.523.264 13.435.232 223.515,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.304.115.904 6.000 5.550.686,0 5.543.936,0 5.528.128 13.431.008 180.351,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.334.246.592 6.000 5.555.707,0 5.543.296,0 5.529.664 13.434.400 250.517,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.323.574.784 6.000 5.553.929,0 5.544.544,0 5.533.952 13.434.080 213.828,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.354.016.576 6.000 5.559.002,0 5.542.432,0 5.530.336 13.441.600 284.367,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.419.012.576 6.000 5.569.835,0 5.542.400,0 5.529.088 13.437.408 302.150,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.309.688.640 6.000 5.551.614,0 5.543.392,0 5.531.360 13.432.192 185.529,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.333.348.384 6.000 5.555.558,0 5.543.648,0 5.530.208 13.434.368 237.538,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.320.218.784 6.000 5.553.369,0 5.543.168,0 5.531.264 13.427.968 216.766,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.297.643.520 6.000 5.549.607,0 5.539.488,0 5.527.328 13.433.248 219.229,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.308.728.928 6.000 5.551.454,0 5.543.904,0 5.531.808 13.433.824 176.463,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.298.286.368 6.000 5.549.714,0 5.544.000,0 5.530.624 13.431.840 161.350,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.312.678.944 6.000 5.552.113,0 5.544.480,0 5.531.520 13.441.504 181.798,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.340.582.880 6.000 5.556.763,0 5.546.624,0 5.531.136 13.431.936 215.086,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.331.634.464 6.000 5.555.272,0 5.546.144,0 5.532.960 13.444.448 203.047,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.314.392.160 6.000 5.552.398,0 5.543.968,0 5.532.416 13.437.312 192.498,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.308.169.216 6.000 5.551.361,0 5.542.528,0 5.529.984 13.438.656 199.901,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.329.101.696 6.000 5.554.850,0 5.545.248,0 5.531.488 13.444.800 207.451,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.317.980.096 6.000 5.552.996,0 5.544.704,0 5.530.528 13.438.464 196.033,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.317.259.392 6.000 5.552.876,0 5.542.688,0 5.531.008 13.431.072 186.781,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.345.700.768 6.000 5.557.616,0 5.546.368,0 5.533.856 13.434.176 219.245,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.314.325.440 6.000 5.552.387,0 5.544.288,0 5.531.392 13.446.176 187.885,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.355.797.888 6.000 5.559.299,0 5.547.552,0 5.533.120 13.435.456 221.187,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.303.592.992 6.000 5.550.598,0 5.543.968,0 5.531.840 13.432.992 171.096,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.317.491.168 6.000 5.552.915,0 5.544.448,0 5.532.576 13.440.960 193.917,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.313.711.328 6.000 5.552.285,0 5.544.544,0 5.530.368 13.442.880 178.681,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.311.019.200 6.000 5.551.836,0 5.541.280,0 5.527.392 13.440.800 224.205,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.348.694.528 6.000 5.558.115,0 5.544.512,0 5.532.864 13.434.656 241.158,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.322.006.624 6.000 5.553.667,0 5.544.416,0 5.529.664 13.435.744 204.814,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.374.421.536 6.000 5.562.403,0 5.546.176,0 5.530.400 13.440.416 268.937,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.344.917.344 6.000 5.557.486,0 5.544.128,0 5.529.536 13.438.176 258.159,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.313.991.392 6.000 5.552.331,0 5.543.776,0 5.532.384 13.433.344 204.776,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.391.547.680 6.000 5.565.257,0 5.544.384,0 5.531.296 13.439.072 327.022,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.305.135.712 6.000 5.550.856,0 5.543.328,0 5.528.832 13.435.232 183.046,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.910.625.536 6.000 5.485.104,0 5.476.096,0 5.458.624 13.435.232 192.683,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.334.142.048 6.000 5.555.690,0 5.545.920,0 5.532.256 13.436.448 211.558,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.383.464.352 6.000 5.563.910,0 5.547.712,0 5.530.560 13.433.664 208.147,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.385.646.496 6.000 5.564.274,0 5.548.224,0 5.533.824 13.438.176 270.571,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.355.097.248 6.000 5.559.182,0 5.544.672,0 5.531.296 13.437.952 257.137,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.309.736.768 6.000 5.551.622,0 5.544.096,0 5.531.840 13.436.384 176.066,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.363.719.040 6.000 5.560.619,0 5.547.776,0 5.534.368 13.435.264 251.078,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.323.728.736 6.000 5.553.954,0 5.546.912,0 5.532.832 13.433.632 172.229,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.327.841.088 6.000 5.554.640,0 5.543.872,0 5.530.464 13.432.736 223.586,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.347.989.728 6.000 5.557.998,0 5.547.280,0 5.531.680 13.438.976 226.344,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.353.151.072 6.000 5.558.858,0 5.546.576,0 5.534.784 13.435.264 243.121,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.339.036.064 6.000 5.556.506,0 5.546.560,0 5.532.768 13.436.448 220.421,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.329.279.008 6.000 5.554.879,0 5.547.392,0 5.530.016 13.440.416 176.765,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.337.872.320 6.000 5.556.312,0 5.545.984,0 5.532.480 13.432.096 212.899,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.536.861.888 6.000 5.589.477,0 5.546.272,0 5.532.416 13.436.672 278.262,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.330.345.920 6.000 5.555.057,0 5.545.664,0 5.532.416 13.432.832 214.877,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.338.634.944 6.000 5.556.439,0 5.547.936,0 5.535.456 13.435.232 177.517,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.411.157.120 6.000 5.568.526,0 5.546.400,0 5.521.440 13.433.440 315.094,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.363.700.064 6.000 5.560.616,0 5.544.352,0 5.529.216 13.438.688 253.297,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.321.614.208 6.000 5.553.602,0 5.545.920,0 5.532.000 13.431.040 185.839,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.350.662.944 6.000 5.558.443,0 5.549.664,0 5.535.392 13.426.144 200.724,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.341.018.304 6.000 5.556.836,0 5.546.944,0 5.532.384 13.438.016 213.268,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.319.581.216 6.000 5.553.263,0 5.543.328,0 5.529.536 13.434.688 218.227,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.301.437.088 6.000 5.550.239,0 5.540.768,0 5.527.072 13.431.936 206.036,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.358.980.480 6.000 5.559.830,0 5.543.904,0 5.529.408 13.438.560 284.350,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.301.915.712 6.000 5.550.319,0 5.544.064,0 5.532.544 13.436.896 167.305,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.323.955.584 6.000 5.553.992,0 5.544.544,0 5.532.096 13.432.384 204.849,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.299.487.136 6.000 5.549.914,0 5.541.888,0 5.530.208 13.435.200 195.813,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.313.896.032 6.000 5.552.316,0 5.544.544,0 5.529.248 13.448.096 185.531,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.316.803.616 6.000 5.552.800,0 5.544.384,0 5.531.680 13.430.880 202.631,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.320.861.664 6.000 5.553.476,0 5.545.344,0 5.531.872 13.430.464 191.451,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.411.926.752 6.000 5.568.654,0 5.545.632,0 5.531.776 13.441.248 341.197,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.298.673.856 6.000 5.549.779,0 5.542.144,0 5.529.792 13.435.616 188.004,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.433.238.048 6.000 5.572.206,0 5.543.232,0 5.522.336 13.440.096 386.205,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.337.792.352 6.000 5.556.298,0 5.545.184,0 5.528.576 13.435.136 220.256,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.307.665.024 6.000 5.551.277,0 5.544.032,0 5.531.584 13.436.736 181.548,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.317.687.264 6.000 5.552.947,0 5.543.744,0 5.531.424 13.438.208 215.531,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.304.200.064 6.000 5.550.700,0 5.543.872,0 5.530.976 13.439.872 182.056,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.435.287.872 6.000 5.572.548,0 5.544.400,0 5.531.040 13.437.024 263.501,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.327.206.240 6.000 5.554.534,0 5.543.552,0 5.529.312 13.435.264 226.610,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.328.903.136 6.000 5.554.817,0 5.542.848,0 5.530.720 13.431.872 239.500,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.342.626.432 6.000 5.557.104,0 5.544.592,0 5.531.904 13.435.904 248.851,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.326.414.336 6.000 5.554.402,0 5.543.904,0 5.531.584 13.434.048 225.557,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.312.057.344 6.000 5.552.009,0 5.544.576,0 5.532.224 13.429.344 179.140,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.311.179.520 6.000 5.551.863,0 5.545.152,0 5.532.704 16.490.528 197.339,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.324.632.416 6.000 5.554.105,0 5.544.544,0 5.530.656 13.438.112 216.025,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.341.005.728 6.000 5.556.834,0 5.547.360,0 5.532.992 13.440.064 215.253,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.308.349.984 6.000 5.551.391,0 5.544.064,0 5.530.848 13.436.768 185.445,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.338.570.816 6.000 5.556.428,0 5.544.448,0 5.529.984 13.434.816 247.554,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.344.407.616 6.000 5.557.401,0 5.544.800,0 5.522.112 13.428.576 244.348,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.326.436.960 6.000 5.554.406,0 5.543.872,0 5.529.632 13.433.440 219.999,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.322.153.216 6.000 5.553.692,0 5.546.432,0 5.531.808 13.442.848 178.231,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.446.958.400 6.000 5.574.493,0 5.546.432,0 5.534.368 13.432.256 380.657,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.352.483.360 6.000 5.558.747,0 5.545.984,0 5.532.192 13.439.392 231.198,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.329.237.920 6.000 5.554.873,0 5.547.808,0 5.532.864 16.590.976 203.654,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.302.516.064 6.000 5.550.419,0 5.543.968,0 5.529.824 13.440.160 177.262,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.323.959.744 6.000 5.553.993,0 5.544.224,0 5.533.376 13.435.072 216.051,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.345.206.304 6.000 5.557.534,0 5.545.248,0 5.533.536 13.439.232 240.862,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.333.470.752 6.000 5.555.578,0 5.548.352,0 5.534.144 13.436.736 177.627,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.349.600.992 6.000 5.558.266,0 5.544.128,0 5.531.584 13.434.816 266.361,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.327.227.136 6.000 5.554.537,0 5.545.232,0 5.530.720 13.439.008 198.913,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.332.997.920 6.000 5.555.499,0 5.546.144,0 5.530.976 13.437.600 204.732,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.324.099.392 6.000 5.554.016,0 5.541.920,0 5.529.632 13.433.952 239.343,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.340.473.280 6.000 5.556.745,0 5.542.016,0 5.529.760 13.438.752 256.426,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.292.705.664 6.000 5.548.784,0 5.542.496,0 5.526.464 16.447.584 188.173,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.338.132.416 6.000 5.556.355,0 5.544.176,0 5.522.048 13.440.448 223.497,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.311.612.704 6.000 5.551.935,0 5.543.104,0 5.531.232 13.431.808 207.376,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.287.835.744 6.000 5.547.972,0 5.541.600,0 5.529.312 13.435.776 172.664,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.310.822.368 6.000 5.551.803,0 5.543.808,0 5.531.296 13.437.568 192.648,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.304.503.264 6.000 5.550.750,0 5.543.360,0 5.531.936 13.436.832 176.078,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.320.614.240 6.000 5.553.435,0 5.543.776,0 5.528.800 13.439.104 212.376,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.327.541.312 6.000 5.554.590,0 5.543.360,0 5.529.856 13.426.400 232.442,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.317.567.424 6.000 5.552.927,0 5.541.024,0 5.528.608 13.436.224 227.826,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.384.907.648 6.000 5.564.151,0 5.544.704,0 5.531.520 13.433.312 223.513,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.344.372.672 6.000 5.557.395,0 5.547.904,0 5.530.688 13.436.704 217.561,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.441.984.416 6.000 5.573.664,0 5.546.912,0 5.532.544 13.437.760 358.754,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.343.911.904 6.000 5.557.318,0 5.543.152,0 5.528.672 13.436.544 210.580,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.312.005.280 6.000 5.552.000,0 5.544.736,0 5.532.640 10.072.064 140.711,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.338.724.480 6.000 5.556.454,0 5.546.080,0 5.531.776 13.435.616 222.191,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.339.013.536 6.000 5.556.502,0 5.545.952,0 5.531.168 13.435.936 220.817,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.316.208.896 6.000 5.552.701,0 5.545.760,0 5.530.560 13.431.872 174.706,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.325.925.664 6.000 5.554.320,0 5.542.976,0 5.530.816 13.432.864 234.367,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.305.231.808 6.000 5.550.872,0 5.543.808,0 5.530.240 13.431.200 173.262,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.304.861.440 6.000 5.550.810,0 5.543.392,0 5.526.656 13.432.032 184.494,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.305.476.928 6.000 5.550.912,0 5.542.160,0 5.529.856 13.441.760 213.556,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.416.707.616 6.000 5.569.451,0 5.541.088,0 5.528.448 13.431.936 384.836,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.315.894.432 6.000 5.552.649,0 5.544.608,0 5.530.656 13.435.136 192.973,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.320.732.224 6.000 5.553.455,0 5.542.912,0 5.529.632 13.434.432 218.665,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.336.320.416 6.000 5.556.053,0 5.545.824,0 5.532.640 13.443.264 209.200,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.321.042.048 6.000 5.553.507,0 5.543.232,0 5.529.792 13.434.624 219.693,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.046.418.560 6.000 5.507.736,0 5.473.472,0 5.456.896 13.431.872 250.680,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.313.834.496 6.000 5.552.305,0 5.543.424,0 5.530.048 13.438.592 202.646,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.311.361.888 6.000 5.551.893,0 5.544.800,0 5.531.424 13.432.896 176.300,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.383.626.752 6.000 5.563.937,0 5.546.368,0 5.533.632 13.437.312 267.225,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.490.700.544 6.000 5.581.783,0 5.543.712,0 5.531.520 13.442.784 447.119,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.319.745.440 6.000 5.553.290,0 5.545.536,0 5.533.472 13.437.312 189.399,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.346.955.936 6.000 5.557.826,0 5.542.464,0 5.527.168 13.434.816 234.102,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.349.952.640 6.000 5.558.325,0 5.545.920,0 5.533.472 13.445.280 253.788,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.321.476.192 6.000 5.553.579,0 5.546.656,0 5.530.112 13.432.352 174.305,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.330.219.424 6.000 5.555.036,0 5.544.768,0 5.532.672 13.431.040 216.558,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.350.820.576 6.000 5.558.470,0 5.543.520,0 5.529.920 13.433.056 259.847,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.301.117.792 6.000 5.550.186,0 5.542.560,0 5.525.088 13.433.216 182.550,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.476.826.496 6.000 5.579.471,0 5.545.056,0 5.531.712 13.435.648 416.555,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.304.110.944 6.000 5.550.685,0 5.543.552,0 5.528.928 13.434.624 186.679,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.307.524.416 6.000 5.551.254,0 5.542.320,0 5.529.248 13.435.456 211.474,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.301.576.448 6.000 5.550.262,0 5.541.664,0 5.528.544 13.441.088 205.032,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.295.181.088 6.000 5.549.196,0 5.543.168,0 5.531.552 13.439.648 170.086,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.887.994.656 6.000 5.481.332,0 5.473.120,0 5.458.624 13.443.392 186.016,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.312.672.960 6.000 5.552.112,0 5.543.584,0 5.531.072 13.439.040 191.936,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.305.018.656 6.000 5.550.836,0 5.543.776,0 5.530.976 13.429.472 179.929,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.308.628.512 6.000 5.551.438,0 5.544.576,0 5.531.488 13.433.920 173.953,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.308.775.232 6.000 5.551.462,0 5.542.816,0 5.520.096 13.436.256 195.799,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.308.119.648 6.000 5.551.353,0 5.542.016,0 5.526.976 13.439.552 205.132,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.297.998.240 6.000 5.549.666,0 5.542.864,0 5.528.960 13.435.296 179.653,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.329.032.096 6.000 5.554.838,0 5.546.816,0 5.525.280 13.430.304 199.262,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.404.754.912 6.000 5.567.459,0 5.544.208,0 5.528.448 13.434.272 321.544,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.323.396.896 6.000 5.553.899,0 5.546.336,0 5.531.808 13.429.920 182.900,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.321.545.600 6.000 5.553.590,0 5.544.832,0 5.532.096 13.438.560 195.525,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.305.790.496 6.000 5.550.965,0 5.543.648,0 5.529.216 13.433.376 180.179,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.352.395.296 6.000 5.558.732,0 5.545.792,0 5.533.728 13.436.992 240.339,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.345.157.408 6.000 5.557.526,0 5.543.520,0 5.530.176 13.433.216 262.530,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.465.114.336 6.000 5.577.519,0 5.543.936,0 5.528.608 13.438.560 415.641,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.356.828.640 6.000 5.559.471,0 5.545.216,0 5.533.920 13.439.904 234.940,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.318.571.328 6.000 5.553.095,0 5.545.568,0 5.531.712 13.439.680 186.885,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.356.564.768 6.000 5.559.427,0 5.545.952,0 5.530.528 13.433.248 227.343,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.331.425.472 6.000 5.555.237,0 5.546.208,0 5.533.472 13.434.624 212.054,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.313.202.048 6.000 5.552.200,0 5.542.880,0 5.527.840 13.434.912 215.243,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.328.772.096 6.000 5.554.795,0 5.543.840,0 5.531.008 13.436.512 230.651,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
