5,0 31.175.488 200 155.877,0 129.248,0 53.504 243.904 82.046,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 30.770.240 200 153.851,0 130.656,0 55.744 243.872 80.999,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 29.983.520 200 149.917,0 130.240,0 53.664 243.744 79.820,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 23.460.256 200 117.301,0 120.944,0 53.376 184.320 62.846,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 23.336.064 200 116.680,0 107.440,0 48.320 180.960 62.850,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 32.078.656 200 160.393,0 161.152,0 76.448 244.256 82.217,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 26.515.360 200 132.576,0 119.008,0 48.064 244.000 73.374,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 27.355.744 200 136.778,0 130.736,0 54.144 244.672 74.293,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 31.821.408 200 159.107,0 131.200,0 54.112 244.128 81.335,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 28.197.024 200 140.985,0 129.744,0 54.016 243.264 76.506,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 32.177.280 200 160.886,0 161.168,0 76.160 244.384 81.681,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 28.837.216 200 144.186,0 130.976,0 53.984 243.712 77.731,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 27.804.128 200 139.020,0 130.144,0 53.376 243.584 76.612,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 30.330.176 200 151.650,0 130.880,0 54.336 243.840 79.245,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 32.194.816 200 160.974,0 161.184,0 73.152 244.128 81.718,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
6,0 22.389.568 200 111.947,0 100.880,0 46.496 181.344 60.271,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 30.147.712 200 150.738,0 130.208,0 54.368 243.776 79.875,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 31.202.944 200 156.014,0 131.264,0 54.560 243.552 80.050,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 32.303.200 200 161.516,0 161.760,0 77.056 244.448 81.274,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 32.346.816 200 161.734,0 161.872,0 77.248 244.288 81.152,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 27.637.344 200 138.186,0 131.008,0 54.176 243.328 75.106,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 30.568.640 200 152.843,0 130.080,0 53.664 243.552 80.559,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 30.168.672 200 150.843,0 130.720,0 54.208 243.872 79.396,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 30.291.904 200 151.459,0 130.944,0 53.728 244.448 79.643,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 28.713.792 200 143.569,0 130.384,0 53.504 243.712 77.643,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 32.089.984 200 160.449,0 161.472,0 77.152 244.032 82.244,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 32.144.096 200 160.720,0 161.088,0 72.928 243.872 81.788,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 26.873.088 200 134.365,0 116.800,0 47.520 244.416 73.591,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 31.604.704 200 158.023,0 130.352,0 53.952 243.488 81.059,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 32.294.976 200 161.474,0 161.552,0 76.960 244.352 81.126,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 30.817.888 200 154.089,0 130.272,0 53.344 243.904 80.741,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 29.582.304 200 147.911,0 130.544,0 54.080 243.808 78.999,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 27.841.888 200 139.209,0 119.488,0 49.856 244.416 75.806,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 29.752.800 200 148.764,0 130.864,0 54.272 244.096 78.883,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 22.428.512 200 112.142,0 101.136,0 46.400 180.992 60.183,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 32.324.192 200 161.621,0 161.872,0 77.184 245.344 81.330,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 18.199.072 200 90.995,0 103.968,0 51.264 241.600 39.055,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 28.814.304 200 144.071,0 129.936,0 54.048 244.160 78.191,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 32.321.952 200 161.609,0 161.680,0 77.184 244.736 81.435,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 32.091.392 200 160.457,0 161.168,0 76.608 244.704 82.396,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 32.347.264 200 161.736,0 161.952,0 77.312 244.576 81.151,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 32.334.304 200 161.671,0 161.968,0 77.504 243.936 81.195,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 29.508.288 200 147.541,0 130.672,0 54.304 243.808 78.205,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 32.308.864 200 161.544,0 161.472,0 77.312 244.416 81.059,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 29.195.488 200 145.977,0 129.680,0 53.824 244.608 79.126,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 32.263.008 200 161.315,0 161.696,0 77.088 244.064 81.365,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 30.278.592 200 151.393,0 130.240,0 53.536 244.288 79.949,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 32.288.448 200 161.442,0 161.552,0 76.704 244.832 81.427,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
4,0 32.290.144 200 161.450,0 161.584,0 76.640 244.480 81.573,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
5,0 31.935.840 200 159.679,0 160.720,0 75.328 244.288 82.863,0 CUDA_KERNEL reduce(long, int, int, float *, float *)
