6,0 28.960.288 2 14.480.144,0 14.480.144,0 13.098.304 15.861.984 1.954.216,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.048 2 15.857.024,0 15.857.024,0 15.856.960 15.857.088 90,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.710.592 2 15.855.296,0 15.855.296,0 15.853.664 15.856.928 2.308,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.496 2 15.859.248,0 15.859.248,0 15.858.528 15.859.968 1.018,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.080 2 15.859.040,0 15.859.040,0 15.856.768 15.861.312 3.213,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.248 2 15.858.624,0 15.858.624,0 15.858.240 15.859.008 543,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.721.408 2 15.860.704,0 15.860.704,0 15.858.624 15.862.784 2.941,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.224 2 15.858.112,0 15.858.112,0 15.853.664 15.862.560 6.290,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.736 2 15.856.368,0 15.856.368,0 15.851.936 15.860.800 6.267,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.048 2 15.859.024,0 15.859.024,0 15.857.696 15.860.352 1.878,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.722.464 2 15.861.232,0 15.861.232,0 15.859.808 15.862.656 2.013,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.760 2 15.858.880,0 15.858.880,0 15.856.576 15.861.184 3.258,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.776 2 15.857.888,0 15.857.888,0 15.853.920 15.861.856 5.611,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
8,0 27.786.400 2 13.893.200,0 13.893.200,0 11.924.704 15.861.696 2.783.873,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.032 2 15.858.016,0 15.858.016,0 15.857.056 15.858.976 1.357,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.264 2 15.857.632,0 15.857.632,0 15.857.248 15.858.016 543,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.720.864 2 15.860.432,0 15.860.432,0 15.856.896 15.863.968 5.000,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.112 2 15.859.056,0 15.859.056,0 15.853.792 15.864.320 7.444,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.724.864 2 15.862.432,0 15.862.432,0 15.859.072 15.865.792 4.751,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.776 2 15.857.888,0 15.857.888,0 15.855.328 15.860.448 3.620,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.504 2 15.856.752,0 15.856.752,0 15.853.376 15.860.128 4.774,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.168 2 15.859.584,0 15.859.584,0 15.859.296 15.859.872 407,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.711.680 2 15.855.840,0 15.855.840,0 15.849.728 15.861.952 8.643,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.800 2 15.858.400,0 15.858.400,0 15.856.256 15.860.544 3.032,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
8,0 23.786.688 2 11.893.344,0 11.893.344,0 11.891.104 11.895.584 3.167,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.808 2 15.859.904,0 15.859.904,0 15.856.064 15.863.744 5.430,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.724.960 2 15.862.480,0 15.862.480,0 15.861.920 15.863.040 792,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.200 2 15.859.600,0 15.859.600,0 15.854.848 15.864.352 6.720,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.488 2 15.857.744,0 15.857.744,0 15.852.736 15.862.752 7.082,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 33.768.096 2 16.884.048,0 16.884.048,0 15.857.824 17.910.272 1.451.299,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.208 2 15.859.104,0 15.859.104,0 15.857.984 15.860.224 1.583,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 31.722.304 2 15.861.152,0 15.861.152,0 15.860.128 15.862.176 1.448,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.721.856 2 15.860.928,0 15.860.928,0 15.857.184 15.864.672 5.294,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 35.591.104 2 17.795.552,0 17.795.552,0 15.858.720 19.732.384 2.739.094,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.200 2 15.857.600,0 15.857.600,0 15.855.840 15.859.360 2.489,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.216 2 15.858.608,0 15.858.608,0 15.854.816 15.862.400 5.362,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 23.786.976 2 11.893.488,0 11.893.488,0 11.892.576 11.894.400 1.289,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.136 2 15.857.568,0 15.857.568,0 15.856.288 15.858.848 1.810,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.725.344 2 15.862.672,0 15.862.672,0 15.860.640 15.864.704 2.873,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.344 2 15.858.672,0 15.858.672,0 15.853.376 15.863.968 7.489,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.896 2 15.858.448,0 15.858.448,0 15.857.280 15.859.616 1.651,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.296 2 15.857.648,0 15.857.648,0 15.854.592 15.860.704 4.321,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.724.256 2 15.862.128,0 15.862.128,0 15.860.000 15.864.256 3.009,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
8,0 23.788.192 2 11.894.096,0 11.894.096,0 11.893.344 11.894.848 1.063,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.726.880 2 15.863.440,0 15.863.440,0 15.862.528 15.864.352 1.289,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.752 2 15.859.376,0 15.859.376,0 15.857.184 15.861.568 3.100,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.723.872 2 15.861.936,0 15.861.936,0 15.858.496 15.865.376 4.864,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.456 2 15.859.728,0 15.859.728,0 15.859.584 15.859.872 203,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.696 2 15.856.848,0 15.856.848,0 15.852.544 15.861.152 6.086,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.000 2 15.858.000,0 15.858.000,0 15.856.512 15.859.488 2.104,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.400 2 15.859.200,0 15.859.200,0 15.855.392 15.863.008 5.385,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.152 2 15.858.576,0 15.858.576,0 15.856.640 15.860.512 2.737,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.696 2 15.856.848,0 15.856.848,0 15.855.456 15.858.240 1.968,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.176 2 15.859.088,0 15.859.088,0 15.858.752 15.859.424 475,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.856 2 15.858.928,0 15.858.928,0 15.857.088 15.860.768 2.602,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.720.736 2 15.860.368,0 15.860.368,0 15.859.168 15.861.568 1.697,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 31.721.376 2 15.860.688,0 15.860.688,0 15.858.976 15.862.400 2.421,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.448 2 15.856.224,0 15.856.224,0 15.853.024 15.859.424 4.525,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.240 2 15.859.120,0 15.859.120,0 15.853.504 15.864.736 7.942,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.776 2 15.857.888,0 15.857.888,0 15.857.568 15.858.208 452,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.024 2 15.858.512,0 15.858.512,0 15.858.048 15.858.976 656,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.120 2 15.856.560,0 15.856.560,0 15.854.400 15.858.720 3.054,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.720.384 2 15.860.192,0 15.860.192,0 15.857.280 15.863.104 4.118,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.400 2 15.857.200,0 15.857.200,0 15.849.920 15.864.480 10.295,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.168 2 15.857.584,0 15.857.584,0 15.856.320 15.858.848 1.787,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.320 2 15.858.160,0 15.858.160,0 15.853.888 15.862.432 6.041,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.464 2 15.857.232,0 15.857.232,0 15.854.528 15.859.936 3.824,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 23.781.280 2 11.890.640,0 11.890.640,0 11.889.248 11.892.032 1.968,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.600 2 15.858.800,0 15.858.800,0 15.854.144 15.863.456 6.584,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.768 2 15.858.384,0 15.858.384,0 15.857.920 15.858.848 656,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 33.749.440 2 16.874.720,0 16.874.720,0 15.863.104 17.886.336 1.430.641,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.721.408 2 15.860.704,0 15.860.704,0 15.859.936 15.861.472 1.086,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.912 2 15.857.456,0 15.857.456,0 15.856.800 15.858.112 927,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.080 2 15.857.040,0 15.857.040,0 15.856.960 15.857.120 113,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 37.638.496 2 18.819.248,0 18.819.248,0 15.858.048 21.780.448 4.187.769,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.710.528 2 15.855.264,0 15.855.264,0 15.852.064 15.858.464 4.525,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.312 2 15.858.656,0 15.858.656,0 15.858.336 15.858.976 452,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.724.256 2 15.862.128,0 15.862.128,0 15.858.560 15.865.696 5.045,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.096 2 15.858.048,0 15.858.048,0 15.856.480 15.859.616 2.217,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.648 2 15.859.824,0 15.859.824,0 15.859.680 15.859.968 203,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.784 2 15.857.392,0 15.857.392,0 15.857.024 15.857.760 520,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.720.160 2 15.860.080,0 15.860.080,0 15.855.968 15.864.192 5.815,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.600 2 15.856.800,0 15.856.800,0 15.852.960 15.860.640 5.430,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.416 2 15.856.208,0 15.856.208,0 15.855.200 15.857.216 1.425,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.520 2 15.857.760,0 15.857.760,0 15.857.664 15.857.856 135,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.544 2 15.858.272,0 15.858.272,0 15.853.856 15.862.688 6.245,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.726.368 2 15.863.184,0 15.863.184,0 15.860.256 15.866.112 4.140,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.709.760 2 15.854.880,0 15.854.880,0 15.852.864 15.856.896 2.851,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.710.208 2 15.855.104,0 15.855.104,0 15.854.528 15.855.680 814,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.152 2 15.858.576,0 15.858.576,0 15.857.632 15.859.520 1.335,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.721.600 2 15.860.800,0 15.860.800,0 15.859.008 15.862.592 2.534,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.724.608 2 15.862.304,0 15.862.304,0 15.857.280 15.867.328 7.105,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.016 2 15.859.008,0 15.859.008,0 15.855.424 15.862.592 5.068,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.168 2 15.857.584,0 15.857.584,0 15.855.392 15.859.776 3.100,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.064 2 15.856.032,0 15.856.032,0 15.854.496 15.857.568 2.172,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.120 2 15.858.560,0 15.858.560,0 15.857.152 15.859.968 1.991,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.336 2 15.859.168,0 15.859.168,0 15.856.928 15.861.408 3.167,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.104 2 15.859.552,0 15.859.552,0 15.857.184 15.861.920 3.348,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 31.726.336 2 15.863.168,0 15.863.168,0 15.862.272 15.864.064 1.267,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.064 2 15.856.032,0 15.856.032,0 15.853.984 15.858.080 2.896,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.496 2 15.857.248,0 15.857.248,0 15.854.752 15.859.744 3.529,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.720.832 2 15.860.416,0 15.860.416,0 15.859.040 15.861.792 1.946,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.552 2 15.859.776,0 15.859.776,0 15.856.672 15.862.880 4.389,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.376 2 15.856.688,0 15.856.688,0 15.853.696 15.859.680 4.231,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.312 2 15.856.656,0 15.856.656,0 15.852.128 15.861.184 6.403,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.504 2 15.858.752,0 15.858.752,0 15.858.752 15.858.752 0,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.710.080 2 15.855.040,0 15.855.040,0 15.854.944 15.855.136 135,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.024 2 15.858.512,0 15.858.512,0 15.856.800 15.860.224 2.421,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.664 2 15.858.832,0 15.858.832,0 15.858.144 15.859.520 973,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.722.528 2 15.861.264,0 15.861.264,0 15.860.128 15.862.400 1.606,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.640 2 15.858.320,0 15.858.320,0 15.855.232 15.861.408 4.367,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.704 2 15.856.352,0 15.856.352,0 15.855.392 15.857.312 1.357,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.648 2 15.857.824,0 15.857.824,0 15.856.224 15.859.424 2.262,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.640 2 15.856.320,0 15.856.320,0 15.855.008 15.857.632 1.855,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.720.320 2 15.860.160,0 15.860.160,0 15.858.272 15.862.048 2.670,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.104 2 15.859.552,0 15.859.552,0 15.857.312 15.861.792 3.167,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.216 2 15.856.608,0 15.856.608,0 15.853.920 15.859.296 3.801,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.696 2 15.856.848,0 15.856.848,0 15.854.848 15.858.848 2.828,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.928 2 15.856.464,0 15.856.464,0 15.854.112 15.858.816 3.326,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.709.824 2 15.854.912,0 15.854.912,0 15.853.312 15.856.512 2.262,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.424 2 15.859.712,0 15.859.712,0 15.857.184 15.862.240 3.575,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.320 2 15.858.160,0 15.858.160,0 15.856.608 15.859.712 2.194,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.968 2 15.857.984,0 15.857.984,0 15.853.824 15.862.144 5.883,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.730.912 2 15.865.456,0 15.865.456,0 15.864.320 15.866.592 1.606,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.711.456 2 15.855.728,0 15.855.728,0 15.854.272 15.857.184 2.059,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.464 2 15.857.232,0 15.857.232,0 15.854.272 15.860.192 4.186,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.280 2 15.856.640,0 15.856.640,0 15.855.712 15.857.568 1.312,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.952 2 15.858.976,0 15.858.976,0 15.858.624 15.859.328 497,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.710.848 2 15.855.424,0 15.855.424,0 15.853.152 15.857.696 3.213,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.568 2 15.858.784,0 15.858.784,0 15.855.424 15.862.144 4.751,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.304 2 15.859.152,0 15.859.152,0 15.858.304 15.860.000 1.199,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.710.624 2 15.855.312,0 15.855.312,0 15.850.400 15.860.224 6.946,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 31.722.432 2 15.861.216,0 15.861.216,0 15.860.352 15.862.080 1.221,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.184 2 15.856.592,0 15.856.592,0 15.853.696 15.859.488 4.095,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.904 2 15.859.952,0 15.859.952,0 15.858.304 15.861.600 2.330,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.824 2 15.856.912,0 15.856.912,0 15.856.544 15.857.280 520,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.208 2 15.859.104,0 15.859.104,0 15.857.472 15.860.736 2.308,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.920 2 15.858.960,0 15.858.960,0 15.858.208 15.859.712 1.063,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.904 2 15.857.952,0 15.857.952,0 15.855.680 15.860.224 3.213,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.512 2 15.856.256,0 15.856.256,0 15.854.976 15.857.536 1.810,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.904 2 15.857.952,0 15.857.952,0 15.856.640 15.859.264 1.855,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.711.232 2 15.855.616,0 15.855.616,0 15.853.472 15.857.760 3.032,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.328 2 15.857.664,0 15.857.664,0 15.856.768 15.858.560 1.267,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.680 2 15.857.840,0 15.857.840,0 15.857.184 15.858.496 927,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.760 2 15.856.880,0 15.856.880,0 15.854.240 15.859.520 3.733,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.992 2 15.858.496,0 15.858.496,0 15.852.288 15.864.704 8.779,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.904 2 15.857.952,0 15.857.952,0 15.856.256 15.859.648 2.398,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.721.728 2 15.860.864,0 15.860.864,0 15.857.312 15.864.416 5.023,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.528 2 15.857.264,0 15.857.264,0 15.855.936 15.858.592 1.878,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.184 2 15.858.592,0 15.858.592,0 15.856.064 15.861.120 3.575,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.184 2 15.858.592,0 15.858.592,0 15.855.744 15.861.440 4.027,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.376 2 15.858.688,0 15.858.688,0 15.857.472 15.859.904 1.719,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.968 2 15.857.984,0 15.857.984,0 15.857.280 15.858.688 995,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.896 2 15.856.448,0 15.856.448,0 15.853.920 15.858.976 3.575,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.728 2 15.856.864,0 15.856.864,0 15.856.704 15.857.024 226,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
