16.0 88331584 100 883315.8 883392.0 881376 884704 630.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.2 80036832 100 800368.3 882976.0 444768 885024 172010.3 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 88347200 100 883472.0 883520.0 881152 885728 845.8 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88324064 100 883240.6 883216.0 881760 885536 682.5 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.1 88163872 100 881638.7 881632.0 880224 883072 649.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.8 88344160 100 883441.6 883328.0 881280 887392 1074.7 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 83864128 100 838641.3 883104.0 473248 884896 127375.8 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.3 88332480 100 883324.8 883312.0 881536 885440 734.1 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88327392 100 883273.9 883232.0 881600 885280 803.5 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.8 88301056 100 883010.6 882960.0 881600 885152 722.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.8 88335712 100 883357.1 883360.0 881952 884704 630.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.2 88325856 100 883258.6 883264.0 881600 884576 666.7 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.8 88315840 100 883158.4 883184.0 881504 884736 726.7 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.4 82697920 100 826979.2 883376.0 472576 885056 140782.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.5 82297664 100 822976.6 883200.0 472704 884896 144341.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11.8 49105568 100 491055.7 470256.0 447904 882592 108307.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.5 81435616 100 814356.2 883040.0 452064 884608 158421.5 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.2 80408384 100 804083.8 883072.0 445888 885184 168300.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.1 88317664 100 883176.6 883040.0 881696 884736 702.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88326560 100 883265.6 883168.0 880672 885600 836.1 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.1 66212704 100 662127.0 662144.0 660608 663584 572.5 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88329056 100 883290.6 883232.0 881600 885184 739.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88341536 100 883415.4 883568.0 881600 885120 728.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.2 80890208 100 808902.1 882944.0 445184 884384 164691.4 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.0 88307648 100 883076.5 883072.0 881472 885760 710.4 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.8 88332448 100 883324.5 883296.0 881056 884960 755.1 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.4 84666848 100 846668.5 883136.0 470816 885344 116877.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.0 88344288 100 883442.9 883408.0 881536 885696 738.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.5 88332512 100 883325.1 883424.0 881792 884800 676.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.3 84323040 100 843230.4 883216.0 472896 885472 120994.7 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.1 88313024 100 883130.2 883184.0 881440 884544 664.6 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.1 79831488 100 798314.9 883040.0 474624 884448 165322.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.8 88343552 100 883435.5 883520.0 881504 885248 683.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.3 80200576 100 802005.8 882816.0 445184 884576 169180.4 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 88327424 100 883274.2 883248.0 881664 884960 720.5 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 88333152 100 883331.5 883424.0 880960 884928 755.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.0 88315456 100 883154.6 883232.0 881344 884672 682.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 88322336 100 883223.4 883120.0 881664 885312 741.7 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.8 88333440 100 883334.4 883168.0 881216 887168 1040.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88333568 100 883335.7 883328.0 881792 885152 706.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11.1 44283456 100 442834.6 442736.0 441824 443808 443.5 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.8 88322240 100 883222.4 883296.0 881408 885088 645.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.1 77822880 100 778228.8 882800.0 444832 885472 187515.8 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.6 85775744 100 857757.4 883232.0 473600 884928 97294.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.8 88317408 100 883174.1 883216.0 881472 885216 738.5 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.2 79168864 100 791688.6 883072.0 445536 884608 178628.3 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.2 88314272 100 883142.7 883008.0 881664 885088 657.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.0 88327328 100 883273.3 883312.0 881312 884992 700.5 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11.2 45927776 100 459277.8 443264.0 442112 883456 79005.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.2 88329760 100 883297.6 883264.0 881856 885536 698.7 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.0 88306400 100 883064.0 883040.0 881440 884832 663.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.8 88313568 100 883135.7 883184.0 881440 884832 724.1 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11.3 44278560 100 442785.6 442832.0 441664 443680 440.6 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88325504 100 883255.0 883296.0 881984 884576 587.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.4 82893760 100 828937.6 883168.0 446432 885152 143026.4 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88315040 100 883150.4 883168.0 881120 884480 668.3 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88324384 100 883243.8 883344.0 881664 885120 691.6 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.1 88226656 100 882266.6 882336.0 879680 885184 1121.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.0 88324768 100 883247.7 883216.0 881568 884768 672.3 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.2 88302720 100 883027.2 883072.0 880992 884352 640.5 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.0 78919424 100 789194.2 882784.0 444896 884672 178927.7 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 88329632 100 883296.3 883360.0 881632 884992 723.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.0 88320640 100 883206.4 883216.0 881600 885152 640.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11.0 44303392 100 443033.9 442800.0 441632 456064 1698.4 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.1 88324416 100 883244.2 883232.0 881792 884896 725.7 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11.1 44306752 100 443067.5 442960.0 441568 446432 928.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88316064 100 883160.6 883184.0 881440 885024 631.7 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 88322368 100 883223.7 883200.0 881184 884512 664.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.1 82131744 100 821317.4 883360.0 472512 885824 145055.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.2 88318976 100 883189.8 883168.0 881344 885056 677.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.8 88327936 100 883279.4 883184.0 881728 885536 703.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.0 88316768 100 883167.7 883200.0 881088 884896 770.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88320736 100 883207.4 883136.0 881440 884736 742.6 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88333376 100 883333.8 883296.0 881504 885248 760.4 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.6 88339104 100 883391.0 883408.0 882048 885440 731.5 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.1 79724064 100 797240.6 882992.0 451424 885344 173151.6 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.8 88333536 100 883335.4 883280.0 881792 885536 652.3 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11.2 45014432 100 450144.3 450080.0 447808 453472 1201.6 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.4 81819328 100 818193.3 883024.0 446368 884832 155440.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88346976 100 883469.8 883424.0 881792 884864 654.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.1 79931296 100 799313.0 883232.0 473504 885376 164137.1 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.0 88328064 100 883280.6 883248.0 881568 884992 770.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.1 88313472 100 883134.7 883040.0 881344 885344 743.4 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.0 88330656 100 883306.6 883216.0 881600 885120 738.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.4 81349088 100 813490.9 883152.0 444800 885024 160929.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 88295520 100 882955.2 882896.0 881248 884576 682.3 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 88333952 100 883339.5 883264.0 881472 884864 734.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.6 88321280 100 883212.8 883168.0 881568 885056 744.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88326432 100 883264.3 883248.0 881120 885088 696.3 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.8 88306528 100 883065.3 883040.0 880992 884768 770.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.2 81848128 100 818481.3 882656.0 473696 884992 148569.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.1 80546624 100 805466.2 883008.0 443744 884704 167043.8 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12.1 50860800 100 508608.0 465488.0 446848 882880 132254.8 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.6 88319360 100 883193.6 883248.0 881088 884896 804.4 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.1 88328416 100 883284.2 883360.0 881920 884608 661.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.6 88354016 100 883540.2 883584.0 881920 885792 711.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88308096 100 883081.0 883008.0 881280 884928 692.1 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88299456 100 882994.6 882976.0 881760 884608 644.7 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.0 88341088 100 883410.9 883424.0 881888 885088 692.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.5 83072768 100 830727.7 883072.0 445440 884608 142669.8 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 88320736 100 883207.4 883248.0 881344 885216 723.7 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14.9 86171744 100 861717.4 883264.0 446336 886464 95446.4 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14.9 80612352 100 806123.5 883184.0 469472 885440 160250.8 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88332192 100 883321.9 883312.0 881632 885280 737.1 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.4 82785664 100 827856.6 883408.0 460992 885184 141889.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.5 82883200 100 828832.0 883008.0 472064 884768 137420.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.0 80438112 100 804381.1 883216.0 445312 884800 168561.6 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88330112 100 883301.1 883328.0 881376 885248 820.4 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 88336096 100 883361.0 883376.0 881184 885536 810.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 88315072 100 883150.7 883104.0 881056 884544 644.1 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 83467104 100 834671.0 883280.0 472768 884864 132335.8 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.0 88304512 100 883045.1 883024.0 881504 884768 694.8 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.2 80548832 100 805488.3 882768.0 450816 884224 166216.1 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.0 88312448 100 883124.5 883168.0 881824 884320 620.7 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.1 88320320 100 883203.2 883168.0 881536 885056 679.1 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.3 82897152 100 828971.5 882896.0 444384 884672 142893.6 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 88321984 100 883219.8 883152.0 881696 884896 754.3 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.1 88330880 100 883308.8 883280.0 881472 884768 709.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88308416 100 883084.2 883088.0 881664 884928 633.5 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.1 80017152 100 800171.5 882976.0 444800 884384 171984.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11.2 44274976 100 442749.8 442752.0 441728 443744 484.5 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 86202432 100 862024.3 882912.0 445696 884960 92151.4 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12.1 48563232 100 485632.3 452896.0 442080 881664 101201.5 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.0 88324480 100 883244.8 883168.0 881792 884768 660.6 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.1 88278944 100 882789.4 882992.0 880320 885024 1117.5 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.8 88343040 100 883430.4 883408.0 881632 885472 760.1 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88312384 100 883123.8 883088.0 881408 884992 671.8 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 88347936 100 883479.4 883440.0 881696 885184 752.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11.0 44392704 100 443927.0 443104.0 442112 449376 1927.0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.3 82213536 100 822135.4 882976.0 445440 885344 152081.6 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.0 88319776 100 883197.8 883248.0 881952 884512 594.8 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.6 84827168 100 848271.7 883120.0 444640 885152 119196.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 84766848 100 847668.5 882896.0 471744 884768 113248.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88333184 100 883331.8 883312.0 881408 885344 688.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.0 88302176 100 883021.8 883008.0 881312 884544 673.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.7 88341440 100 883414.4 883520.0 881952 885120 666.1 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88331520 100 883315.2 883344.0 881472 885312 770.4 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.1 79899808 100 798998.1 883152.0 457568 885280 169590.7 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.2 88305088 100 883050.9 883040.0 881152 884512 648.9 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13.6 62280096 100 622801.0 453728.0 441376 884448 214062.2 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.1 88336384 100 883363.8 883360.0 881152 885024 680.4 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88310464 100 883104.6 883232.0 880544 885056 759.1 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88341568 100 883415.7 883424.0 882144 884864 607.6 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.2 88128384 100 881283.8 881328.0 879232 882720 714.3 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.6 88322720 100 883227.2 883088.0 881504 885280 719.7 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.9 88329024 100 883290.2 883264.0 880928 884896 816.6 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.8 88324256 100 883242.6 883216.0 881632 885280 750.6 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11.7 46599968 100 465999.7 452448.0 444608 880320 43726.7 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15.6 86539200 100 865392.0 883232.0 453344 885056 84747.5 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12.1 51033952 100 510339.5 473616.0 446976 882880 130943.4 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16.0 88323232 100 883232.3 883216.0 881568 884480 652.6 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
